show_id,title,director,cast,date_added,release_year,rating,duration,complexity,Documentaries,Children & Family Movies,Cult Movies,Stand-Up Comedy,Thrillers,Independent Movies,Dramas,Movies,International Movies,LGBTQ Movies,Romantic Movies,Sports Movies,Horror Movies,Music & Musicals,Classic Movies,Action & Adventure,Comedies,Sci-Fi & Fantasy,Faith & Spirituality
s1618,Natalie Palamides: Nate - A One Man Show,Phil Burgers,Natalie Palamides,2020-12-01,2020,TV-MA,60,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1632,Rust Creek,Jen McGowan,"Hermione Corfield, Jay Paulson, Sean O'Bryan, Micah Hauptman, Micah Hauptman, Daniel R. Hill, Jeremy Glazer, John Marshall Jones, Laura Guzman, Jake Kidwell",2020-11-30,2018,R,108,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1633,Spookley and the Christmas Kittens,Bernie Denk,"Vlasta Vrana, Sonja Ball, Craig Francis, Richard C. Jones, Michael Perron, Terrence Scammell, Bruce Dinsmore, Jennifer Seguin, Daniel Brochu",2020-11-30,2019,TV-Y,45,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1634,The 2nd,Brian Skiba,"Ryan Phillippe, Casper Van Dien, Jack Griffo, Lexi Simonsen, Richard Burgi, William Katt, Samaire Armstrong, William McNamara, Jacob Grodnik",2020-11-30,2020,TV-MA,93,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s1636,A Go! Go! Cory Carson Christmas,"Stanley Moore, Alex Woo","Alan C. Lim, Taron C. Hensley, Maisie Benson, Kerry Gudjohnsen, Paul Killam, Smith Foreman, Ann Kendrick, Ella Joy Ballesteros, Neena-Sinaii Simpo, Eli Morse",2020-11-27,2020,TV-Y,22,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1637,Dance Dreams: Hot Chocolate Nutcracker,Oliver Bokelberg,Debbie Allen,2020-11-27,2020,TV-PG,81,17,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1646,Larry the Cable Guy: Remain Seated,Brian Volk-Weiss,Larry the Cable Guy,2020-11-26,2020,TV-14,68,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1647,Mosul,Matthew Michael Carnahan,"Suhail Dabbach, Adam Bessa, Is'haq Elias, Qutaiba Abdelhaq, Ahmad El Ghanem, Hicham Ouarqa, Mohimen Mahbuba, Thaer Al-Shayei, Abdellah Bensaid, Faycal Attougui, Mohamed Attougui, Tarik Belmekki, Hayat Kamille, Seema Al Khalidi, Waleed Algadi",2020-11-26,2020,TV-MA,103,11,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
s1656,Dragons: Rescue Riders: Huttsgalor Holiday,"Greg Rankin, TJ Sullivan","Noah Kaye Bentley, Brennley Brown, Zach Callison, Nicolas Cantu, Skai Jackson, Marsai Martin, Andre Robinson, Carlos Alazraqui, Roshon Fegan, Grey Griffin, Brad Grusnick, Sam Lavagnino, John C. McGinley, Roger Craig Smith",2020-11-24,2020,TV-Y,46,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s1657,Hillbilly Elegy,Ron Howard,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, Owen Asztalos",2020-11-24,2020,R,117,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s1660,Hard Kill,Matt Eskandari,"Jesse Metcalfe, Bruce Willis, Natalie Eva Marie, Lala Kent, Texas Battle, Swen Temmel, Sergio Rizzuto, Tyler Jon Olson, Jon Galanis",2020-11-23,2020,R,98,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s1661,Shawn Mendes: In Wonder,Grant Singer,Shawn Mendes,2020-11-23,2020,TV-MA,83,15,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
s1664,Dolly Parton’s Christmas on the Square,Debbie Allen,"Dolly Parton, Christine Baranski, Treat Williams, Jenifer Lewis, Josh Segarra, Jeanine Mason, Mary Lane Haskell",2020-11-22,2020,TV-PG,99,14,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
s1667,Alien Xmas,Stephen Chiodo,"Keythe Farley, Dee Bradley Baker, Kaliayh Rhambo, Michelle Deco, Barbara Goodson",2020-11-20,2020,TV-Y,42,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1672,The App That Stole Christmas,Monica Floyd,"Jackie Long, Diane Marie Howard, Jaylin Hall, Miguel A. Núñez Jr., Ray J, JayQ The Legend, J. Anthony Brown, Kenny Rhodes, Amber Cosich",2020-11-20,2020,TV-PG,64,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s1682,The Princess Switch: Switched Again,Mike Rohl,"Vanessa Hudgens, Nick Sagar, Sam Palladio, Mia Lloyd, Lachlan Nieboer, Ricky Norwood, Florence Hall, Suanne Braun, Mark Fleischmann",2020-11-19,2020,TV-G,97,14,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
s1687,Kevin Hart: Zero F**ks Given,Leslie Small,Kevin Hart,2020-11-17,2020,TV-MA,70,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1695,Cloudy with a Chance of Meatballs 2,"Cody Cameron, Kris Pearn","Bill Hader, Anna Faris, James Caan, Will Forte, Andy Samberg, Benjamin Bratt, Neil Patrick Harris, Terry Crews, Kristen Schaal",2020-11-15,2013,PG,95,20,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s1700,White Christmas,Michael Curtiz,"Bing Crosby, Danny Kaye, Rosemary Clooney, Vera-Ellen, Dean Jagger, Mary Wickes, John Brascia, Anne Whitfield, George Chakiris",2020-11-15,1954,TV-G,120,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
s1701,Killer Cove,Damián Romay,"Haley Webb, Donny Boaz, Cathy Baron, Jason Alan Smith, Dennis Staroselsky, Owen Miller, Shawn Fitzgibbon",2020-11-14,2019,TV-14,87,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1704,Jingle Jangle: A Christmas Journey,David E. Talbert,"Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose, Madalen Mills, Phylicia Rashad, Ricky Martin, Justin Cornwell, Sharon Rose, Lisa Davina Phillip, Kieron Dyer",2020-11-13,2020,PG,124,15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
s1711,Fruitvale Station,Ryan Coogler,"Michael B. Jordan, Melonie Diaz, Octavia Spencer, Kevin Durand, Chad Michael Murray, Ahna O'Reilly, Ariana Neal, Keenan Coogler, Trestin George, Joey Oglesby",2020-11-12,2013,R,85,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s1730,The Late Bloomer,Kevin Pollak,"Johnny Simmons, Maria Bello, Brittany Snow, Kumail Nanjiani, Beck Bennett, Paul Wesley, Jane Lynch, J.K. Simmons, Lenora Crichlow",2020-11-06,2016,R,95,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1732,A New York Christmas Wedding,Otoja Abit,"Nia Fairweather, Chris Noth, Cooper Koch, Tyra Ferrell, Denny Dillon, Adriana DeMeo, Otoja Abit, David Anzuelo, Camilla Harden, Natasha Goodman, Avery Whitted, Tony D. Head, Joe Perrino",2020-11-05,2020,TV-MA,90,13,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
s1737,Operation Christmas Drop,Martin Wood,"Kat Graham, Alexander Ludwig, Virginia Madsen, Janet Kidder, Jeff Joseph, Bethany Brown, Trezzo Mahoro, Rohan Campbell, Aliza Vellani, Aaron Douglas, Xavier de Guzman, Bruce Best",2020-11-05,2020,TV-G,96,15,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s1750,Christmas Break-In,Michael Kampa,"Danny Glover, Denise Richards, Cameron Seely, Sean O'Bryan, Katrina Begin, Jake Van Wagoner, Douglas Spain, Dawson Ehlke",2020-11-01,2019,TV-PG,87,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s1752,Elf Pets: A Fox Cub’s Christmas Tale,Chanda Bell,"Leslie Bellair, Brad Hyland, Brody Rose, Carol Aebersold",2020-11-01,2020,TV-Y,28,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1753,Elf Pets: Santa’s Reindeer Rescue,Chanda Bell,"Brad Hyland, Drew Barber, Ashley Roberts, Lowrey Brown, Kristyl Tift, Manny Mahen, Olivia Berkeley, Eleanor Rocha",2020-11-01,2020,TV-Y,27,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1762,Little Monsters,Richard Greenberg,"Fred Savage, Howie Mandel, Daniel Stern, Margaret Whitton, Rick Ducommun, Frank Whaley, Ben Savage, William Murray Weiss, Devin Ratray, Amber Barretto",2020-11-01,1989,PG,102,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s1764,Piercing,Nicolas Pesce,"Christopher Abbott, Mia Wasikowska, Laia Costa, Marin Ireland, Maria Dizzia, Wendell Pierce, Olivia Bond, Dakota Lustick",2020-11-01,2018,R,81,11,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s1769,The Next Karate Kid,Christopher Cain,"Pat Morita, Hilary Swank, Michael Ironside, Constance Towers, Chris Conrad, Arsenio ""Sonny"" Trinidad, Michael Cavalieri, Walton Goggins",2020-11-01,1994,PG,107,6,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0
s1771,Wheels of Fortune,Shaun Paul Piccinino,"Matt Jones, Noureen DeWulf, John Ducey, Matty Cardarople, Jeff Fahey, Christina Moore, Gabriel Tigerman, Ali Afshar, Tyler Jacob Moore, Jessica Serfaty",2020-11-01,2020,R,107,12,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
s1775,Hidden in Plain Sight,Stacia Crawford,"Victoria Barabas, Gino Anthony Pesi, Jake Allyn, Deborah Van Valkenburgh, Jessica Meraz, Jack Fisher, Eve Sigall, Jerod Meagher",2020-10-30,2019,TV-14,87,12,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s1786,Holidate,John Whitesell,"Emma Roberts, Luke Bracey, Kristin Chenoweth, Frances Fisher, Jessica Capshaw, Andrew Bachelor, Cynthy Wu, Alex Moffat, Manish Dayal",2020-10-28,2020,TV-MA,105,13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s1788,Metallica Through The Never,Nimród Antal,"Dane DeHaan, James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo",2020-10-28,2013,R,93,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
s1794,Sarah Cooper: Everything's Fine,Natasha Lyonne,"Sarah Cooper, Fred Armisen, Maya Rudolph, Ben Stiller, Megan Thee Stallion, Jane Lynch, Jon Hamm, Aubrey Plaza, Connie Chung, Jordan Black, Tommy Davidson, Helen Mirren, Jonathan Van Ness, Danielle Brooks, Winona Ryder, Marcella Arguello, Eddie Pepitone, Marisa Tomei, Whoopi Goldberg, Tom Kane",2020-10-27,2020,TV-MA,50,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1803,Shattered Memories,Chris Sivertson,"Elizabeth Bogush, Brad Schmidt, Sarah Lind, Eddie Kaye Thomas, Phillip Boyd, Victoria Barabas, Mark Famiglietti, Walker Borba, Meg DeLacy",2020-10-23,2018,TV-14,86,9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s1812,"Yes, God, Yes",Karen Maine,"Natalia Dyer, Timothy Simons, Wolfgang Novogratz, Francesca Reale, Susan Blackwell, Alisha Boe, Donna Lynne Champlin, Parker Wierling",2020-10-22,2020,R,78,15,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s1817,Tremors: Shrieker Island,Don Michael Paul,"Michael Gross, Jon Heder, Caroline Langrishe, Cassie Clare, Matthew Douglas, Sahajak Boonthanakit, David Asavanond, Jackie Cruz, Richard Brake",2020-10-20,2020,PG-13,102,17,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
s1834,ParaNorman,"Sam Fell, Chris Butler","Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck, Christopher Mintz-Plasse, Leslie Mann, Jeff Garlin, Elaine Stritch, Bernard Hill, Jodelle Ferland, Tempestt Bledsoe, Alex Borstein, John Goodman",2020-10-18,2012,PG,93,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s1839,In a Valley of Violence,Ti West,"Ethan Hawke, John Travolta, Taissa Farmiga, James Ransone, Karen Gillan, Toby Huss, Tommy Nohilly, Larry Fessenden, Michael Davis, Burn Gorman",2020-10-16,2016,R,104,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s1845,A Babysitter's Guide to Monster Hunting,Rachel Talalay,"Tamara Smart, Oona Laurence, Tom Felton, Troy Leigh-Anne Johnson, Lynn Masako Cheng, Ty Consiglio, Ian Ho, Indya Moore, Alessio Scalzotto, Tamsen McDonough",2020-10-15,2020,TV-PG,99,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s1846,Batman: The Killing Joke,Sam Liu,"Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise, John DiMaggio, Robin Atkin Downes, Brian George, JP Karliak, Andrew Kishino, Nolan North",2020-10-15,2016,R,77,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s1857,BLACKPINK: Light Up the Sky,Caroline Suh,Blackpink,2020-10-14,2020,TV-14,80,16,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
s1868,House of the Witch,Alex Merkin,"Emily Bader, Darren Mann, Michelle Randolph, Coy Stewart, Jesse Pepe, Arden Belle, Joel Nagle, Nolan Bateman",2020-10-11,2017,TV-MA,86,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s1873,The Forty-Year-Old Version,Radha Blank,"Radha Blank, Peter Kim, Oswin Benjamin, Imani Lewis, Haskiri Velazquez, Antonio Ortiz, T.J. Atoms, Reed Birney",2020-10-09,2020,R,124,15,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s1880,Hubie Halloween,Steve Brill,"Adam Sandler, Kevin James, Julie Bowen, Ray Liotta, Steve Buscemi, Maya Rudolph, Rob Schneider, June Squibb, Kenan Thompson, Tim Meadows, Michael Chiklis, Karan Brar, George Wallace, Paris Berelc, Noah Schnapp, China Anne McClain, Colin Quinn, Kym Whitley, Lavell Crawford, Mikey Day, Jackie Sandler, Sadie Sandler, Sunny Sandler",2020-10-07,2020,PG-13,104,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
s1882,American Pie 9: Girls' Rules,Mike Elliott,"Madison Pettis, Lizze Broadway, Piper Curda, Natasha Behnam, Darren Barnet, Sara Rue, Zachary Gordon, Camaron Engels, Christian Valderrama, Zayne Emory",2020-10-06,2020,R,96,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s1885,Walk Away from Love,Christopher Nolen,"Noree Victoria, Brad James, Robert Christopher Riley, Brely Evans, Sabrina Revelle",2020-10-06,2017,TV-14,81,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s1901,Vampires vs. the Bronx,Oz Rodriguez,"Jaden Michael, Gerald W. Jones III, Gregory Diaz IV, Sarah Gadon, Method Man, Shea Whigham, Coco Jones, The Kid Mero, Chris Redd, Vladimir Caamaño, Jeremie Harris, Adam David Thompson, Zoe Saldana",2020-10-02,2020,PG-13,86,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
s1905,Carlos Almaraz: Playing with Fire,"Elsa Flores Almaraz, Richard J Montoya","Edward James Olmos, Zach De La Rocha",2020-10-01,2019,TV-14,83,17,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
s1910,Free State of Jones,Gary Ross,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell, Christopher Berry, Sean Bridgers, Jacob Lofland, Thomas Francis Murphy, Bill Tangradi",2020-10-01,2016,R,139,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
s1925,We Have Always Lived in the Castle,Stacie Passon,"Taissa Farmiga, Alexandra Daddario, Crispin Glover, Sebastian Stan, Paula Malcomson, Peter Coonan, Ian Toner, Joanne Crawford",2020-10-01,2018,TV-14,95,15,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s1932,The Boys in the Band,Joe Mantello,"Jim Parsons, Zachary Quinto, Matt Bomer, Andrew Rannells, Charlie Carver, Robin de Jesús, Brian Hutchison, Michael Benjamin Washington, Tuc Watkins",2020-09-30,2020,R,122,14,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
s1936,Michelle Buteau: Welcome to Buteaupia,Page Hurwitz,Michelle Buteau,2020-09-29,2020,TV-MA,59,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1937,Welcome to Sudden Death,Dallas Jackson,"Michael Jai White, Michael Eklund, Sabryn Rock, Nakai Takawira, Lyric Justice, Sagine Semajuste, Gary Owen, Anthony Grant, Kristen Harris, BJ Verot, Sean Skene, Marrese Crump, Stephanie Sy, Jeff Strome, Adam Hurtig, Gillian White, Anthony J. Mifsud",2020-09-29,2020,R,80,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s1961,Kiss the Ground,"Joshua Tickell, Rebecca Harrell Tickell",Woody Harrelson,2020-09-22,2020,TV-G,85,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s1988,Residue,Merawi Gerima,"Obinna Nwachukwu, Dennis Lindsey, Taline Stewart, Derron Scott, Jamal Graham, JaCari Dye, Julian Selman, Melody Tally, Ramon Thompson, Hasinatu Camara",2020-09-17,2020,TV-MA,90,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s1996,The Devil All The Time,Antonio Campos,"Tom Holland, Bill Skarsgård, Riley Keough, Robert Pattinson, Mia Wasikowska, Jason Clarke, Sebastian Stan, Haley Bennett, Harry Melling, Eliza Scanlen",2020-09-16,2020,R,139,16,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s2011,How to Train Your Dragon 2,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington",2020-09-11,2014,PG,102,13,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
