show_id,title,director,cast,date_added,release_year,rating,duration,complexity,Documentaries,Children & Family Movies,Cult Movies,Stand-Up Comedy,Thrillers,Independent Movies,Dramas,Movies,International Movies,LGBTQ Movies,Romantic Movies,Sports Movies,Horror Movies,Music & Musicals,Classic Movies,Action & Adventure,Comedies,Sci-Fi & Fantasy,Faith & Spirituality
s5950,Too Young the Hero,Buzz Kulik,"Ricky Schroder, Jon DeVries, Debra Mooney, Mary-Louise Parker, Christopher Curry, Rick Warner, Tom Wood",2011-10-01,1988,TV-MA,94,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s5951,Triumph of the Heart,Richard Michaels,"Mario Van Peebles, Susan Ruttan, Lane R. Davis, Lynn Whitfield, Adam Faraizl, Polly Holliday, Jay Pennison, John Schuhmacher",2011-10-01,1991,TV-PG,93,12,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
s5952,Unspeakable Acts,Linda Otto,"Jill Clayburgh, Brad Davis, Sam Behrens",2011-10-01,1990,TV-14,95,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s5953,Victim of Beauty,Roger Young,"William Devane, Jeri Ryan, Michele Abrams, Nick Searcy, Linda Pierce, J. Don Ferguson, Butch Slade, Joyce Bowden-Kirby",2011-10-01,1991,TV-14,93,13,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s5956,Splatter,Joe Dante,"Corey Feldman, Tony Todd, Tara Leigh, Erin Way, Mark Alan, Stuart Pankin",2009-11-18,2009,TV-MA,29,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s5958,To and From New York,Sorin Dan Mihalcescu,"Barbara King, Shaana Diya, John Krisiukenas, Yoriko Haraguchi, David Crane, Chad Thomas",2008-01-01,2006,TV-MA,81,14,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s5959,9,Shane Acker,"Elijah Wood, John C. Reilly, Jennifer Connelly, Christopher Plummer, Crispin Glover, Martin Landau, Fred Tatasciore, Alan Oppenheimer, Tom Kane",2017-11-16,2009,PG-13,80,14,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
s5960,21,Robert Luketic,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo, Liza Lapira, Jacob Pitts, Laurence Fishburne, Jack McGee, Josh Gad, Sam Golzari, Helen Carey, Jack Gilpin",2020-01-01,2008,PG-13,123,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s5961,187,Kevin Reynolds,"Samuel L. Jackson, John Heard, Kelly Rowan, Clifton Collins Jr., Tony Plana",2019-11-01,1997,R,119,22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s5978,Æon Flux,Karyn Kusama,"Charlize Theron, Marton Csokas, Jonny Lee Miller, Sophie Okonedo, Frances McDormand, Pete Postlethwaite, Amelia Warner, Caroline Chikezie, Nikolai Kinski, Paterson Joseph, Yangzom Brauen",2018-02-01,2005,PG-13,93,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
s5980,1 Chance 2 Dance,Adam Deyoe,"Lexi Giovagnoli, Justin Ray, Rae Latt, Poonam Basu, Teresa Biter, Kalilah Harris, Alexia Dox, Adam Powell, Sean McBride",2017-07-01,2014,TV-PG,89,12,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s5981,1 Mile to You,Leif Tilden,"Billy Crudup, Graham Rogers, Liana Liberato, Stefanie Scott, Tim Roth, Melanie Lynskey, Thomas Cocquerel, Peter Coyote",2017-07-07,2017,TV-14,105,13,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0
s5986,12 ROUND GUN,Sam Upton,"Sam Upton, Jared Abrahamson, Mark Boone Junior, Laila Ali, Kate Vernon, Cassi Thomson, Colby French, Miguel Perez, Jay Acovone",2019-03-14,2017,TV-MA,90,13,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
s5988,13 Cameras,Victor Zarcoff,"PJ McCabe, Brianne Moncrief, Sarah Baldwin, Jim Cummings, Heidi Niedermeyer, Neville Archambault",2016-08-13,2015,NR,90,15,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
s5989,13 Sins,Daniel Stamm,"Mark Webber, Rutina Wesley, Devon Graye, Tom Bower, Ron Perlman, Pruitt Taylor Vince",2019-01-13,2014,R,93,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s5992,14 Cameras,"Scott Hussion, Seth Fuller","Neville Archambault, Amber Midthunder, Brytnee Ratledge, Hank Rogerson, Chelsea Edmundson, John-Paul Howard, Lora Martinez-Cunningham, Brianne Moncrief",2018-10-27,2018,TV-MA,89,13,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s5994,17 Again,Burr Steers,"Zac Efron, Leslie Mann, Matthew Perry, Thomas Lennon, Michelle Trachtenberg, Melora Hardin, Sterling Knight, Hunter Parrish, Nicole Sullivan, Allison Miller",2021-01-01,2009,PG-13,102,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s5995,1BR,David Marmor,"Nicole Brydon Bloom, Giles Matthey, Taylor Nichols, Alan Blumenfeld, Celeste Sully, Susan Davis, Clayton Hoff, Earnestine Phillips",2020-08-23,2019,TV-MA,90,14,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
s5996,1st Summoning,Raymond Wood,"Hayley Lovitt, Teddy Cole, Brook Todd, Ace Harney, Jason Macdonald",2019-07-26,2018,TV-MA,94,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
s5997,20 Feet From Stardom,Morgan Neville,"Darlene Love, Merry Clayton, Lisa Fischer, Táta Vega, Claudia Lennear, Judith Hill, Bruce Springsteen, Mick Jagger, Stevie Wonder, Sting, Bette Midler, Cissy Houston, Sheryl Crow, Tata Vega",2018-09-22,2013,PG-13,91,13,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
s6000,20th Century Women,Mike Mills,"Annette Bening, Elle Fanning, Greta Gerwig, Lucas Jade Zumann, Billy Crudup",2019-06-28,2016,R,119,11,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s6001,21 & Over,"Jon Lucas, Scott Moore","Miles Teller, Skylar Astin, Justin Chon, Sarah Wright, Jonathan Keltz, François Chau, Russell Hodgkinson, Daniel Booko, Russell Mercado, Josie Loren, Dustin Ybarra",2019-04-16,2013,R,93,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s6003,2307: Winter's Dream,Joey Curtis,"Paul Sidhu, Arielle Holmes, Branden Coles, Kelcey Watson, Anne-Solenne Hatte, Brad Potts, Timothy Lee DePriest, Fernando Argosino, Duchess Dukes, Harwood Gordon, Stormi Henley",2018-03-01,2016,TV-MA,101,15,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
s6007,28 Days,Betty Thomas,"Sandra Bullock, Viggo Mortensen, Dominic West, Diane Ladd, Elizabeth Perkins, Steve Buscemi, Alan Tudyk, Mike O'Malley, Azura Skye, Reni Santoni, Marianne Jean-Baptiste",2020-09-30,2000,PG-13,104,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
s6009,3 Generations,Gaby Dellal,"Elle Fanning, Naomi Watts, Susan Sarandon, Tate Donovan, Linda Emond, Jordan Carlos, Sam Trammell, Maria Dizzia, Tessa Albertson",2017-08-28,2015,PG-13,92,15,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
s6013,30 Minutes or Less,Ruben Fleischer,"Jesse Eisenberg, Danny McBride, Aziz Ansari, Nick Swardson, Dilshad Vadsaria, Michael Peña, Bianca Kajlich, Fred Ward",2021-01-01,2011,R,83,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
s6015,42 Grams,Jack C. Newell,Jake Bickelhaupt,2018-02-01,2017,TV-MA,81,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6016,4th Man Out,Andrew Nackman,"Evan Todd, Parker Young, Chord Overstreet, Jon Gabrus, Kate Flannery, Brooke Dillman, Jennifer Damiano, Jordan Lane Price, Alex Rennie, Jake Epstein",2016-05-05,2015,NR,86,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0
s6018,5 to 7,Victor Levin,"Anton Yelchin, Bérénice Marlohe, Olivia Thirlby, Lambert Wilson, Frank Langella, Glenn Close",2017-03-16,2014,R,97,13,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0
s6019,50 First Dates,Peter Segal,"Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin, Lusia Strus, Dan Aykroyd, Amy Hill, Allen Covert, Blake Clark, Maya Rudolph",2020-12-01,2004,PG-13,99,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s6020,50/50,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard, Anjelica Huston, Serge Houde, Andrew Airlie, Matt Frewer, Philip Baker Hall, Marie Avgeropoulos, Jessica Parker Kennedy",2019-06-01,2011,R,100,15,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s6024,68 Kill,Trent Haaga,"Matthew Gray Gubler, AnnaLynne McCord, Alisha Boe, Sheila Vand, Sam Eidson, James Moses Black, Ajay Mehta, Michael Beasley, David Maldonado, Hallie Grace Bradley, Peter Jaymes Jr., Eric Podnar, Lucy Faust",2019-09-01,2017,R,96,12,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
s6030,A Boy Called Po,John Asher,"Christopher Gorham, Julian Feder, Kaitlin Doubleday, Andrew Bowen, Caitlin Carmichael, Sean Gunn, Bryan Batt, Fay Masterson, Brian George",2018-01-15,2016,PG,94,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
s6033,A Dangerous Woman,Stephen Gyllenhaal,"Debra Winger, Barbara Hershey, Gabriel Byrne, Laurie Metcalf, John Terry, Maggie Gyllenhaal, Jake Gyllenhaal, Chloe Webb, David Strathairn",2018-04-01,1993,R,101,19,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s6037,A Glimpse Inside the Mind of Charles Swan III,Roman Coppola,"Charlie Sheen, Jason Schwartzman, Bill Murray, Katheryn Winnick, Patricia Arquette, Aubrey Plaza, Mary Elizabeth Winstead, Dermot Mulroney",2018-07-15,2012,R,86,11,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
s6040,A Haunted House,Michael Tiddes,"Marlon Wayans, Essence Atkins, Cedric the Entertainer, Nick Swardson, David Koechner, Dave Sheridan, Affion Crockett, J.B. Smoove, Andrew Daly, Alanna Ubach",2020-02-21,2013,R,86,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
s6041,A Haunting at Silver Falls: The Return,Teo Konuralp,"Laura Flannery, James Cavlo, Harry Hains, Clemmie Dugdale, Dendrie Taylor, Bryan Chesters, Jennifer Dorogi, Adam Lazarre-White, Nikita Ramsey",2019-09-17,2019,TV-14,80,13,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
s6042,A Holiday Engagement,Jim Fall,"Bonnie Somerville, Shelley Long, Jordan Bridges, Sam McMurray, Haylie Duff, Sam Horrigan, Carrie Wiita, Chris McKenna, Edi Patterson, Jennifer Elise Cox",2019-11-04,2011,TV-G,92,12,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s6043,A Kind of Murder,Andy Goddard,"Patrick Wilson, Jessica Biel, Vincent Kartheiser, Haley Bennett, Eddie Marsan, Jon Osbeck, Radek Lord, Christine Dye",2017-05-01,2016,R,96,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6050,A Night at the Roxbury,John Fortenberry,"Will Ferrell, Chris Kattan, Dan Hedaya, Molly Shannon, Richard Grieco, Loni Anderson, Elisa Donovan, Gigi Rice, Lochlyn Munro, Dwayne Hickman",2019-12-01,1998,PG-13,82,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s6053,A Perfect Man,Kees Van Oostrum,"Liev Schreiber, Jeanne Tripplehorn, Joelle Carter, Louise Fletcher, Katie Carr, Renée Soutendijk, Huub Stapel, Michael Pas",2019-06-06,2013,R,94,10,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
s6054,A Princess for Christmas,Michael Damian,"Katie McGrath, Sir Roger Moore, Sam Heughan, Travis Turner, Leilah de Meza, Miles Richardson, Charlotte Salt",2020-08-28,2011,TV-PG,91,12,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s6059,A Sort of Homecoming,Maria Burton,"Laura Marano, Parker Mack, Katherine McNamara, Marcus Lyle Brown, Shayne Topp, Michelle Clunie, Kathleen Wilhoite",2017-08-01,2015,TV-PG,89,12,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s6061,A Thin Line Between Love & Hate,Martin Lawrence,"Martin Lawrence, Lynn Whitfield, Regina King, Bobby Brown, Della Reese, Daryl Mitchell, Roger Mosley, Malinda Williams, Roger E. Mosley, Simbi Khali, Tangie Ambrose, Wendy Raquel Robinson, Stacii Jae Johnson, Faizon Love, Miguel A. Núñez Jr., Tracy Morgan",2020-12-01,1996,R,108,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s6062,A Thousand Words,Brian Robbins,"Eddie Murphy, Kerry Washington, Cliff Curtis, Clark Duke, Allison Janney, Ruby Dee, John Witherspoon, Jack McBrayer",2020-07-01,2012,PG-13,92,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s6063,A Walk to Remember,Adam Shankman,"Mandy Moore, Shane West, Peter Coyote, Daryl Hannah, Lauren German, Clayne Crawford, Al Thompson",2020-07-01,2002,PG,102,13,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s6066,A Wrinkle in Time,Ava DuVernay,"Storm Reid, Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Deric McCabe, Levi Miller, Chris Pine, Gugu Mbatha-Raw, Zach Galifianakis, Michael Peña, Bellamy Young, André Holland, Will McCormack, Rowan Blanchard, Daniel MacPherson",2018-09-25,2018,PG,110,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s6070,A.X.L.,Oliver Daly,"Alex Neustaedter, Becky G., Alex MacNicoll, Dominic Rains, Thomas Jane, Lou Taylor Pucci, Patricia De Leon, Niko Guardado, Ted McGinley, Marie-Françoise Theodore, Eric Etebari, Dorian Kingi",2019-03-20,2018,PG,99,13,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
s6081,Abominable Christmas,Chad Van De Keere,"Isabella Acres, Drake Bell, Emilio Estevez, Nolan Gould, Matthew Lillard, Ray Liotta, Jane Lynch, Ariel Winter",2016-02-18,2012,TV-Y7,44,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
s6087,Act of Valor,"Mike McCoy, Scott Waugh","Keo Woolford, Drea Castro, Emilio Rivera, Rorke Denver, Jason Cottle, Ailsa Marshall, Alex Veadov, Dave, Roselyn Sanchez, Thomas Rosales Jr., Nestor Serrano, Gonzalo Menendez",2020-06-01,2012,R,110,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s6098,Afterschool,Antonio Campos,"Ezra Miller, Addison Timlin, Jeremy Allen White, Michael Stuhlbarg, Emory Cohen, David Costabile, Rosemarie DeWitt, Dariusz M. Uczkowski, Gary Wilmes, Paul Sparks, Alexandra Neil, Lee Wilkof",2020-08-13,2008,TV-MA,107,15,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s6105,Ai Weiwei: Never Sorry,Alison Klayman,"Ai Weiwei, Lao Ai",2018-03-01,2012,R,91,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6112,Alice Doesn't Live Here Anymore,Martin Scorsese,"Ellen Burstyn, Kris Kristofferson, Billy Green Bush, Diane Ladd, Harvey Keitel, Lelia Goldoni, Lane Bradbury, Vic Tayback, Jodie Foster, Alfred Lutter",2019-07-01,1974,PG,112,15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
s6113,Alien Contact: Outer Space,J. Michael Long,J. Michael Long,2018-01-09,2017,TV-PG,63,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6114,Aliens Ate My Homework,Sean McNamara,"William Shatner, Dan Payne, Kirsten Robek, Ty Consiglio, Sean McNamara, Christian Convery, Jayden Greig, Lauren McNamara, Alex Zahara, Sandy Robson",2018-03-06,2018,PG,90,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
s6116,All About Nina,Eva Vives,"Mary Elizabeth Winstead, Common, Kate del Castillo, Chace Crawford, Jay Mohr, Beau Bridges, Clea DuVall, Melonie Diaz, Camryn Manheim, Mindy Sterling, Angelique Cabral, Nicole Byer, Todd Louiso, Elizabeth Masucci, Sonoya Mizuno, Charlotte Newhouse, Victor Rasuk, Andree Vermeulen",2019-03-18,2018,R,101,11,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0
s6119,All Hallows' Eve,Charlie Vaughn,"Lexi Giovagnoli, Ashley Argota, John DeLuca, Diane Salinger, Martin Klebba, Tracey Gold, Dee Wallace, Pilot Paisley-Rose, Daniel Cooksley, Vincent Giovagnoli, Dillon Cavitt",2017-08-01,2016,TV-G,92,15,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
s6120,All Light Will End,Chris Blake,"Ashley Pereira, Alexandra Harris, Ted Welch, Sam Jones III, Sarah Butler, Andy Buckley, Graham Outerbridge, Michael James Thomas, John Schuck, Aaron Munoz",2019-02-02,2018,TV-MA,84,14,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s6121,All the Boys Love Mandy Lane,Jonathan Levine,"Anson Mount, Edwin Hodge, Michael Welch, Brooke Bloom, Amber Heard, Aaron Himelstein, Whitney Able, Luke Grimes, Melissa Price",2018-07-03,2006,R,91,14,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s6125,Alpha and Omega 2: A Howl-iday Adventure,Richard Rich,"Ben Diskin, Kate Higgins, Blackie Rose, Lindsay Torrance, Liza West, Tracy Pfau, Bill Lader, Meryl Leigh, Shaun Gerardo",2019-10-01,2013,TV-G,45,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s6129,Always a Bridesmaid,Trey Haley,"Javicia Leslie, Jordan Calloway, Richard Lawson, Yvette Nicole Brown, Michelle Mitchenor, Amber Chardae Robinson, Jasmin Brown",2020-03-03,2019,TV-14,98,14,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s6134,American Anarchist,Charlie Siskel,William Powell,2017-06-23,2016,TV-MA,81,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6135,American Assassin,Michael Cuesta,"Dylan O'Brien, Michael Keaton, Sanaa Lathan, Shiva Negar, Taylor Kitsch, Trevor White, Navid Negahban, Scott Adkins, David Suchet, Sydney Rae White",2020-01-31,2017,R,112,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
s6136,American Beauty,Sam Mendes,"Kevin Spacey, Annette Bening, Thora Birch, Wes Bentley, Mena Suvari, Chris Cooper, Peter Gallagher, Allison Janney, Scott Bakula, Sam Robards",2020-01-01,1999,R,122,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s6139,American Experience: Ruby Ridge,Barak Goodman,"Dave Hunt, Bo Gritz, Sara Weaver",2017-04-19,2017,TV-MA,53,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6141,American Experience: The Island Murder,Mark Zwonitzer,Blair Brown,2019-05-01,2018,TV-14,53,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6144,American History X,Tony Kaye,"Edward Norton, Edward Furlong, Beverly D'Angelo, Jennifer Lien, Ethan Suplee, Fairuza Balk, Avery Brooks, Elliott Gould, Stacy Keach, William Russ, Guy Torry",2019-11-01,1998,R,119,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s6146,American Masters: Ted Williams,Nick Davis,Ted Williams,2019-04-01,2018,TV-MA,55,13,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
s6149,American Warfighter,Jerry G. Angelo,"Jerry G. Angelo, Paul Logan, Joshua Santana, Carolina Castro, David Robbins, Michael King, Tom Crisp, Jennifer Marshall, Victoria Clare, Ryan Baumann, Isaac C. Singleton Jr., Said Faraj",2019-09-13,2019,TV-MA,106,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
s6152,An American Tail,Don Bluth,"Erica Yohn, Nehemiah Persoff, Amy Green, Phillip Glasser, Christopher Plummer, John Finnegan, Will Ryan, Hal Smith, Dom DeLuise, Madeline Kahn",2018-04-01,1986,G,80,12,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s6153,An American Tail: Fievel Goes West,"Phil Nibbelink, Simon Wells","Philip Glasser, James Stewart, Erica Yohn, Cathy Cavadini, Nehemiah Persoff, Dom DeLuise, Amy Irving, John Cleese, Jon Lovitz",2018-04-01,1991,G,75,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s6154,An American Tail: The Mystery of the Night Monster,Larry Latham,"Thomas Dekker, Lacey Chabert, Jane Singer, Nehemiah Persoff, Susan Boyd, Robert Hays, Pat Musick, Dom DeLuise, Candi Milo, Jeff Bennett",2018-04-01,1999,G,75,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s6155,An American Tail: The Treasures of Manhattan Island,Larry Latham,"Thomas Dekker, Dom DeLuise, Pat Musick, Nehemiah Persoff, Erica Yohn, Lacey Chabert, Elaine Bilstad, Rene Auberjonois, David Carradine, Sherman Howard, Tony Jay, Richard Karron, John Kassir, Ron Perlman",2018-04-01,2000,G,79,14,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s6158,An Interview with God,Perry Lang,"Brenton Thwaites, David Strathairn, Hill Harper, Charlbi Dean, Yael Grobglas",2019-03-01,2018,TV-PG,97,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s6163,Anesthesia,Tim Blake Nelson,"Sam Waterston, Tim Blake Nelson, Jessica Hecht, Kristen Stewart, Corey Stoll, K. Todd Freeman, Glenn Close, Gretchen Mol, Michael Kenneth Williams, Gloria Reuben, Mickey Sumner, Yul Vazquez, Hannah Marks, Ben Konigsberg",2018-12-30,2015,R,90,13,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s6164,Angel Eyes,Luis Mandoki,"Jennifer Lopez, Jim Caviezel, Sonia Braga, Terrence Howard, Jeremy Sisto, Monet Mazur, Victor Argo, Shirley Knight",2020-09-05,2001,R,103,14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
s6165,Anger Management,Peter Segal,"Adam Sandler, Jack Nicholson, Marisa Tomei, Luis Guzmán, Allen Covert, Lynne Thigpen, Kurt Fuller, Jonathan Loughran, Krista Allen, January Jones, Woody Harrelson, John Turturro, Kevin Nealon",2019-11-01,2003,PG-13,105,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
s6170,Annabelle Hooper and the Ghosts of Nantucket,Paul Serafini,"Bailee Madison, Robert Capron, Rachel Resheff, Mavrick Moreno, Whitney Goin, Gary Weeks, Juliana Harkavy, Kevin B. McGlynn, Jamison Stern, Mia Matthews, Bianca Matthews",2017-08-01,2016,TV-PG,92,15,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
s6172,Ant-Man and the Wasp,Peyton Reed,"Paul Rudd, Evangeline Lilly, Michael Douglas, Michael Peña, Hannah John-Kamen, Laurence Fishburne, Michelle Pfeiffer, Walton Goggins, T.I., Judy Greer, Bobby Cannavale, David Dastmalchian, Abby Ryder Fortson, Randall Park",2019-01-29,2018,PG-13,118,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
s6176,Antidote,Ken Barbet,"Randy Couture, Chuck Zito, Wil Traval, Celeste Thornton, Rafael De La Fuente, Alyona Chekhova, Natali Yura, Thom Rivera",2019-04-14,2018,TV-MA,90,15,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
s6180,APEX: The Story of the Hypercar,"J.F. Musial, Josh Vietze",Zachary Levi,2016-08-01,2016,NR,86,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s6183,"Aram, Aram",Christopher Chambers,"John Roohinian, Levon Sharafyan, Sevak Hakoyan, David Villada, Mike Ghader, Razmik Mansuryan, Lorita Meg, Amy Sanders, Alla Tumanian",2017-02-15,2015,TV-14,79,14,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
s6186,Arthur,Jason Winer,"Russell Brand, Helen Mirren, Greta Gerwig, Jennifer Garner, Geraldine James, Luis Guzmán, Nick Nolte, Christina Jacquelyn Calph, Murphy Guyer, José Ramón Rosario",2019-04-01,2011,PG-13,110,12,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s6188,"As Above, So Below",John Erick Dowdle,"Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamid Djavadan, Théo Cholbi, Emy Lévy",2018-09-16,2014,R,93,12,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
s6189,As Good as It Gets,James L. Brooks,"Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight, Yeardley Smith, Lupe Ontiveros",2020-01-01,1997,PG-13,139,15,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
s6190,Assimilate,John Murlowski,"Joel Courtney, Calum Worthy, Andi Matichak, Katherine McNamara, Cam Gigandet, Mason McNulty, Terry Dale Parks, Vito Viscuso, Jennifer Pierce Mathus, Kevin Remington",2019-10-25,2019,TV-MA,94,14,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
s6192,At All Costs,Mike Nicoll,"Parker Jackson Cartwright, Gabe York",2016-12-14,2016,TV-MA,81,19,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
s6201,Avengers: Infinity War,"Anthony Russo, Joe Russo","Robert Downey Jr., Josh Brolin, Mark Ruffalo, Tom Hiddleston, Chris Evans, Chris Hemsworth, Jeremy Renner, Chris Pratt, Elizabeth Olsen, Sebastian Stan, Benedict Cumberbatch, Paul Bettany, Cobie Smulders, Benedict Wong, Zoe Saldana, Karen Gillan, Vin Diesel, Dave Bautista, Bradley Cooper, Pom Klementieff, Scarlett Johansson, Benicio Del Toro, Anthony Mackie, Chadwick Boseman, Danai Gurira, Paul Rudd, Don Cheadle, Tom Holland",2018-12-25,2018,PG-13,150,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
