show_id,title,director,cast,date_added,release_year,rating,duration,listed_in,complexity,Music & Musicals,Classic Movies,Documentaries,Sci-Fi & Fantasy,Faith & Spirituality,Thrillers,Dramas,Action & Adventure,Independent Movies,Cult Movies,LGBTQ Movies,Movies,Sports Movies,Children & Family Movies,Horror Movies,Comedies,Stand-Up Comedy,International Movies,Romantic Movies,avg_dur
s6332,Blaze,Ethan Hawke,"Benjamin Dickey, Alia Shawkat, Josh Hamilton, Charlie Sexton, Sam Rockwell, Wyatt Russell, Steve Zahn, Kris Kristofferson, Richard Linklater, David Kallaway, Ritchie Montgomery",2020-08-30,2018,R,129,"Dramas, Independent Movies, Music & Musicals",13.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s6333,Bleed for This,Ben Younger,"Miles Teller, Aaron Eckhart, Katey Sagal, Ciarán Hinds, Ted Levine, Jordan Gelber, Amanda Clayton, Daniel Sauli, Christine Evangelista, Tina Casciani",2020-04-11,2016,R,120,"Dramas, Sports Movies",17.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,106
s6338,Blow,Ted Demme,"Johnny Depp, Penélope Cruz, Franka Potente, Rachel Griffiths, Paul Reubens, Jordi Mollà, Cliff Curtis, Miguel Sandoval, Ethan Suplee, Ray Liotta",2019-10-01,2001,R,123,Dramas,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s6340,Blue Jasmine,Woody Allen,"Cate Blanchett, Sally Hawkins, Alec Baldwin, Louis C.K., Bobby Cannavale, Andrew Dice Clay, Peter Sarsgaard, Michael Stuhlbarg, Tammy Blanchard, Max Casella, Alden Ehrenreich",2019-03-08,2013,PG-13,98,"Comedies, Dramas, Independent Movies",13.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,98
s6341,Blue Mountain State: The Rise of Thadland,Lev L. Spiro,"Alan Ritchson, Darin Brooks, James Cade, Rob Ramsay, Chris Romano, Frankie Shaw, Omari Newton, Ed Marinaro, Dhani Jones, Ed Amatrudo, Jimmy Tatro",2016-03-01,2016,R,90,Comedies,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106
s6345,Blue Valentine,Derek Cianfrance,"Ryan Gosling, Michelle Williams, Faith Wladyka, John Doman, Mike Vogel, Ben Shenkman, Jen Jones, Maryann Plunkett, Marshall Johnson, James Benatti, Barbara Troy, Carey Westbrook, Enid Graham",2018-07-05,2010,R,112,"Dramas, Independent Movies, Romantic Movies",15.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,106
s6355,Bolt,"Byron Howard, Chris Williams","John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton, Greg Germann, Diedrich Bader, Nick Swardson, J.P. Manoux, Dan Fogelman, Kari Wahlgren, Chloë Grace Moretz, Randy Savage, Ronn Moss, John DiMaggio, Daran Norris, Jeff Bennett, Brian Stepanek, Todd Cummings",2018-07-22,2008,PG,99,"Children & Family Movies, Comedies",14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s6359,Bonnie and Clyde,Arthur Penn,"Warren Beatty, Faye Dunaway, Michael J. Pollard, Gene Hackman, Estelle Parsons, Denver Pyle, Dub Taylor, Evans Evans, Gene Wilder",2021-01-01,1967,R,111,"Action & Adventure, Classic Movies, Dramas",15.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,106
s6371,Bratz: The Movie,Sean McNamara,"Logan Browning, Janel Parrish, Nathalia Ramos, Skyler Shaye, Chelsea Kane",2020-06-29,2007,PG,102,"Children & Family Movies, Comedies",15.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s6377,Brick,Rian Johnson,"Joseph Gordon-Levitt, Nora Zehetner, Lukas Haas, Noah Fleiss, Matt O'Leary, Emilie de Ravin, Noah Segan, Richard Roundtree, Meagan Good, Brian White",2018-09-01,2005,R,110,"Independent Movies, Thrillers",15.0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,106
s6378,Bring It On: Worldwide Showdown,Robert Adetuyi,"Cristine Prosperi, Jordan Rodrigues, Gia Re, Sophie Vavasseur, Sven Ruygrok, Stephan Lee Benson, Natalie Walsh, Vivica A. Fox",2017-08-29,2017,PG-13,95,Comedies,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98
s6380,Brooklyn's Finest,Antoine Fuqua,"Richard Gere, Don Cheadle, Ethan Hawke, Wesley Snipes, Will Patton, Lili Taylor, Michael Kenneth Williams, Brían F. O'Byrne, Shannon Kane, Ellen Barkin, Vincent D'Onofrio, Logan Marshall-Green",2018-10-01,2009,R,133,"Dramas, Thrillers",13.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s6391,Burlesque,Steve Antin,"Cher, Christina Aguilera, Alan Cumming, Eric Dane, Cam Gigandet, Julianne Hough, Peter Gallagher, Kristen Bell, Stanley Tucci, Dianna Agron",2019-12-16,2010,PG-13,119,"Dramas, Romantic Movies",13.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,98
s6398,Cabin Fever,Travis Zariwny,"Gage Golightly, Matthew Daddario, Samuel Davis, Nadine Crocker, Dustin Ingram, Randy Schulman",2019-06-06,2016,R,98,"Horror Movies, Thrillers",14.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,106
s6413,Camp X-Ray,Peter Sattler,"Kristen Stewart, Peyman Moaadi, John Carroll Lynch, Lane Garrison, Joseph Julian Soria, Ser'Darius Blain, Cory Michael Smith, Julia Duffy",2017-01-14,2014,R,117,"Dramas, Independent Movies",13.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s6415,Can't Hardly Wait,"Harry Elfont, Deborah Kaplan","Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo, Lauren Ambrose, Peter Facinelli, Seth Green, Michelle Brookhurst, Alexander Martin, Erik Palladino, Channon Roe, Sean Patrick Thomas",2021-01-01,1998,PG-13,101,"Comedies, Romantic Movies",14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,98
s6424,Carrie,Brian De Palma,"Sissy Spacek, Piper Laurie, Amy Irving, William Katt, John Travolta, Nancy Allen, Betty Buckley, P.J. Soles, Priscilla Pointer, Sydney Lassick, Stefan Gierasch, Michael Talbott, Doug Cox, Harry Gold, Noelle North",2019-06-01,1976,R,98,"Classic Movies, Cult Movies, Horror Movies",13.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,106
s6425,Carriers,"Àlex Pastor, David Pastor","Lou Taylor Pucci, Chris Pine, Piper Perabo, Emily VanCamp, Christopher Meloni, Kiernan Shipka, Ron McClary, Mark Moses",2019-11-20,2009,PG-13,85,"Horror Movies, Sci-Fi & Fantasy, Thrillers",9.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,98
s6432,Cat on a Hot Tin Roof,Richard Brooks,"Elizabeth Taylor, Paul Newman, Burl Ives, Jack Carson, Judith Anderson, Madeleine Sherwood, Larry Gates, Vaughn Taylor",2019-11-01,1958,NR,108,"Classic Movies, Dramas",15.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,106
s6438,Center Stage,Nicholas Hytner,"Amanda Schull, Zoe Saldana, Susan May Pratt, Peter Gallagher, Donna Murphy, Debra Monk, Ethan Stiefel, Sascha Radetsky, Julie Kent, Ilia Kulik",2020-01-01,2000,PG-13,116,Dramas,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98
s6444,Change in the Air,Dianne Dreyer,"Mary Beth Hurt, Rachel Brosnahan, Aidan Quinn, Olympia Dukakis, M. Emmet Walsh, Peter Gerety, Macy Gray, Satya Bhabha",2020-03-01,2018,PG,95,Dramas,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84
s6448,Charlie's Angels: Full Throttle,McG,"Cameron Diaz, Drew Barrymore, Lucy Liu, Bernie Mac, Crispin Glover, Justin Theroux, Robert Patrick, Demi Moore, Rodrigo Santoro, Shia LaBeouf, Matt LeBlanc, Luke Wilson, John Cleese",2019-10-01,2003,PG-13,106,"Action & Adventure, Comedies",14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,98
s6449,Charlotte's Web,"Charles A. Nichols, Iwao Takamoto","Debbie Reynolds, Charles Nelson Reilly, Paul Lynde, Henry Gibson, Rex Allen, Danny Bonaduce, Pamelyn Ferdin, Don Messick, Agnes Moorehead, Martha Scott, John Stephenson, Herb Vigran, Dave Madden",2019-11-23,1973,G,94,"Children & Family Movies, Classic Movies",6.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,92
s6451,Chasing Amy,Kevin Smith,"Ben Affleck, Joey Lauren Adams, Jason Lee, Dwight Ewell, Jason Mewes, Kevin Smith",2020-01-01,1997,R,113,"Comedies, Cult Movies, Dramas",5.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,106
s6459,Chernobyl Diaries,Bradley Parker,"Ingrid Bolsø Berdal, Dimitri Diatchenko, Olivia Taylor Dudley, Devin Kelley, Jesse McCartney, Nathan Phillips, Jonathan Sadowski, Alex Feldman, Kristof Konrad, Pasha D. Lychnikoff",2018-08-01,2012,R,88,"Horror Movies, Thrillers",6.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,106
s6467,Chicken Little,Mark Dindal,"Zach Braff, Joan Cusack, Patrick Stewart, Steve Zahn, Catherine O'Hara, Harry Shearer, Adam West, Don Knotts, Amy Sedaris, Garry Marshall, Patrick Warburton, Fred Willard, Wallace Shawn",2016-03-16,2005,G,82,"Children & Family Movies, Comedies",10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,92
s6469,Child's Play,Tom Holland,"Catherine Hicks, Alex Vincent, Brad Dourif, Chris Sarandon, Dinah Manoff, Tommy Swerdlow, Jack Colvin, Neil Giuntoli, Juan Ramírez, Alan Wilder",2019-12-31,1988,R,87,"Cult Movies, Horror Movies",11.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,106
s6477,Christian Mingle,Corbin Bernsen,"Lacey Chabert, Jonathan Patrick Moore, Saidah Arrika Ekulona, Stephen Tobolowsky, John O'Hurley, David Keith, Morgan Fairchild, Corbin Bernsen",2019-06-06,2014,PG,99,"Comedies, Faith & Spirituality, Romantic Movies",14.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,84
s6481,Christmas with the Kranks,Joe Roth,"Tim Allen, Jamie Lee Curtis, Dan Aykroyd, Erik Per Sullivan, Cheech Marin, Jake Busey, M. Emmet Walsh, Kevin Chamberlin, Elizabeth Franz, René Lavan",2019-01-01,2004,PG,99,"Children & Family Movies, Comedies",12.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s6482,Christopher Robin,Marc Forster,"Ewan McGregor, Hayley Atwell, Bronte Carmichael, Mark Gatiss, Jim Cummings, Brad Garrett, Nick Mohammed, Peter Capaldi",2019-03-05,2018,PG,104,"Children & Family Movies, Comedies, Dramas",13.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,84
s6487,Cirque du Freak: The Vampire's Assistant,Paul Weitz,"John C. Reilly, Ken Watanabe, Josh Hutcherson, Chris Massoglia, Ray Stevenson, Patrick Fugit, Orlando Jones, Willem Dafoe, Salma Hayek, Michael Cerveris, Jane Krakowski, Frankie Faison, Patrick Breen, Colleen Camp, Don McManus, Jessica Carlson, Kristen Schaal",2018-04-16,2009,PG-13,109,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",13.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,98
s6497,Cleopatra Jones,Jack Starrett,"Tamara Dobson, Bernie Casey, BrendaSykes, Esther Rolle, Shelley Winters",2019-11-01,1973,PG,89,"Action & Adventure, Classic Movies",6.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,84
s6498,Click,Frank Coraci,"Adam Sandler, Kate Beckinsale, Christopher Walken, David Hasselhoff, Henry Winkler, Julie Kavner, Sean Astin, Joseph Castanon, Jonah Hill, Jake Hoffman, Jennifer Coolidge",2020-01-01,2006,PG-13,108,"Comedies, Sci-Fi & Fantasy",14.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,98
s6504,Cloverfield,Matt Reeves,"Lizzy Caplan, Jessica Lucas, T.J. Miller, Michael Stahl-David, Mike Vogel, Odette Annable, Anjul Nigam, Margot Farley, Theo Rossi, Brian Klugman",2020-01-01,2008,PG-13,85,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy",13.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,98
s6512,Code Name: The Cleaner,Les Mayfield,"Cedric the Entertainer, Lucy Liu, Nicollette Sheridan, Mark Dacascos, Callum Keith Rennie, DeRay Davis, Niecy Nash, Will Patton",2019-11-01,2007,PG-13,91,"Action & Adventure, Comedies",15.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,98
s6527,Concussion,Stacie Passon,"Robin Weigert, Maggie Siff, Johnathan Tchaikovsky, Ben Shenkman, Janel Moloney, Emily Kinney",2018-08-02,2013,R,96,"Dramas, Independent Movies, LGBTQ Movies",15.0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,106
s6537,Coraline,Henry Selick,"Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders, Dawn French, Keith David, Robert Bailey Jr., Ian McShane",2017-03-16,2009,PG,101,Children & Family Movies,13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,84
s6545,Cult of Chucky,Don Mancini,"Fiona Dourif, Michael Therriault, Adam Hurtig, Alex Vincent, Jennifer Tilly, Brad Dourif, Summer H. Howell, Grace Lynn Kung, Elisabeth Rosen, Zak Santiago, Ali Tataryn",2017-10-03,2017,R,90,Horror Movies,12.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,106
s6546,Cutie and the Boxer,Zachary Heinzerling,"Noriko Shinohara, Ushio Shinohara",2018-06-14,2013,R,82,Documentaries,15.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
s6549,Dad,Gary David Goldberg,"Jack Lemmon, Ted Danson, Olympia Dukakis, Kathy Baker, Kevin Spacey, Ethan Hawke, Zakes Mokae, J.T. Walsh, Peter Michael Goetz, John Apicella, Richard McGonagle, Bill Morey, Mary Fogarty",2018-04-01,1989,PG,117,Dramas,9.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84
s6551,Daddy Day Care,Steve Carr,"Eddie Murphy, Jeff Garlin, Steve Zahn, Regina King, Anjelica Huston, Kevin Nealon, Jonathan Katz, Siobhan Fallon Hogan, Lisa Edelstein, Lacey Chabert, Laura Kightlinger, Leila Arcieri",2019-01-01,2003,PG,93,"Children & Family Movies, Comedies",14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s6556,Dallas Buyers Club,Jean-Marc Vallée,"Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Michael O'Neill, Dallas Roberts, Griffin Dunne, Kevin Rankin, Donna DuPlantier",2018-01-16,2013,R,117,"Dramas, Independent Movies, LGBTQ Movies",14.0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,106
