show_id,title,director,cast,date_added,release_year,rating,duration,listed_in,complexity,Music & Musicals,Classic Movies,Documentaries,Sci-Fi & Fantasy,Faith & Spirituality,Thrillers,Dramas,Action & Adventure,Independent Movies,Cult Movies,LGBTQ Movies,Movies,Sports Movies,Children & Family Movies,Horror Movies,Comedies,Stand-Up Comedy,International Movies,Romantic Movies,avg_dur
s1817,Tremors: Shrieker Island,Don Michael Paul,"Michael Gross, Jon Heder, Caroline Langrishe, Cassie Clare, Matthew Douglas, Sahajak Boonthanakit, David Asavanond, Jackie Cruz, Richard Brake",2020-10-20,2020,PG-13,102,"Action & Adventure, Horror Movies",17.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,98
s1834,ParaNorman,"Sam Fell, Chris Butler","Kodi Smit-McPhee, Tucker Albrizzi, Anna Kendrick, Casey Affleck, Christopher Mintz-Plasse, Leslie Mann, Jeff Garlin, Elaine Stritch, Bernard Hill, Jodelle Ferland, Tempestt Bledsoe, Alex Borstein, John Goodman",2020-10-18,2012,PG,93,"Children & Family Movies, Comedies",10.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s1839,In a Valley of Violence,Ti West,"Ethan Hawke, John Travolta, Taissa Farmiga, James Ransone, Karen Gillan, Toby Huss, Tommy Nohilly, Larry Fessenden, Michael Davis, Burn Gorman",2020-10-16,2016,R,104,Action & Adventure,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s1846,Batman: The Killing Joke,Sam Liu,"Kevin Conroy, Mark Hamill, Tara Strong, Ray Wise, John DiMaggio, Robin Atkin Downes, Brian George, JP Karliak, Andrew Kishino, Nolan North",2020-10-15,2016,R,77,Action & Adventure,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s1873,The Forty-Year-Old Version,Radha Blank,"Radha Blank, Peter Kim, Oswin Benjamin, Imani Lewis, Haskiri Velazquez, Antonio Ortiz, T.J. Atoms, Reed Birney",2020-10-09,2020,R,124,"Comedies, Dramas, Independent Movies",15.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,106
s1880,Hubie Halloween,Steve Brill,"Adam Sandler, Kevin James, Julie Bowen, Ray Liotta, Steve Buscemi, Maya Rudolph, Rob Schneider, June Squibb, Kenan Thompson, Tim Meadows, Michael Chiklis, Karan Brar, George Wallace, Paris Berelc, Noah Schnapp, China Anne McClain, Colin Quinn, Kym Whitley, Lavell Crawford, Mikey Day, Jackie Sandler, Sadie Sandler, Sunny Sandler",2020-10-07,2020,PG-13,104,"Comedies, Horror Movies",7.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,98
s1882,American Pie 9: Girls' Rules,Mike Elliott,"Madison Pettis, Lizze Broadway, Piper Curda, Natasha Behnam, Darren Barnet, Sara Rue, Zachary Gordon, Camaron Engels, Christian Valderrama, Zayne Emory",2020-10-06,2020,R,96,Comedies,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106
s1901,Vampires vs. the Bronx,Oz Rodriguez,"Jaden Michael, Gerald W. Jones III, Gregory Diaz IV, Sarah Gadon, Method Man, Shea Whigham, Coco Jones, The Kid Mero, Chris Redd, Vladimir Caamaño, Jeremie Harris, Adam David Thompson, Zoe Saldana",2020-10-02,2020,PG-13,86,"Comedies, Horror Movies",14.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,98
s1910,Free State of Jones,Gary Ross,"Matthew McConaughey, Gugu Mbatha-Raw, Mahershala Ali, Keri Russell, Christopher Berry, Sean Bridgers, Jacob Lofland, Thomas Francis Murphy, Bill Tangradi",2020-10-01,2016,R,139,"Action & Adventure, Dramas",14.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,106
s1932,The Boys in the Band,Joe Mantello,"Jim Parsons, Zachary Quinto, Matt Bomer, Andrew Rannells, Charlie Carver, Robin de Jesús, Brian Hutchison, Michael Benjamin Washington, Tuc Watkins",2020-09-30,2020,R,122,"Dramas, LGBTQ Movies",14.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,106
s1937,Welcome to Sudden Death,Dallas Jackson,"Michael Jai White, Michael Eklund, Sabryn Rock, Nakai Takawira, Lyric Justice, Sagine Semajuste, Gary Owen, Anthony Grant, Kristen Harris, BJ Verot, Sean Skene, Marrese Crump, Stephanie Sy, Jeff Strome, Adam Hurtig, Gillian White, Anthony J. Mifsud",2020-09-29,2020,R,80,Action & Adventure,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s1996,The Devil All The Time,Antonio Campos,"Tom Holland, Bill Skarsgård, Riley Keough, Robert Pattinson, Mia Wasikowska, Jason Clarke, Sebastian Stan, Haley Bennett, Harry Melling, Eliza Scanlen",2020-09-16,2020,R,139,"Dramas, Thrillers",16.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s2011,How to Train Your Dragon 2,Dean DeBlois,"Jay Baruchel, Cate Blanchett, Gerard Butler, Craig Ferguson, America Ferrera, Jonah Hill, Christopher Mintz-Plasse, T.J. Miller, Kristen Wiig, Djimon Hounsou, Kit Harington",2020-09-11,2014,PG,102,Children & Family Movies,13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,84
s2036,The Social Dilemma,Jeff Orlowski,"Skyler Gisondo, Kara Hayward, Vincent Kartheiser",2020-09-09,2020,PG-13,94,Documentaries,17.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
s2046,I'm Thinking of Ending Things,Charlie Kaufman,"Jessie Buckley, Jesse Plemons, Toni Collette, David Thewlis, Guy Boyd",2020-09-04,2020,R,135,"Dramas, Independent Movies",13.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s2072,Puss in Boots,Chris Miller,"Antonio Banderas, Salma Hayek, Zach Galifianakis, Billy Bob Thornton, Amy Sedaris, Constance Marie, Guillermo del Toro, Mike Mitchell",2020-09-01,2011,PG,92,"Children & Family Movies, Comedies",13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s2073,Sex Drive,Sean Anders,"Josh Zuckerman, Amanda Crew, Clark Duke, Seth Green, James Marsden, Michael Cudlitz, Dave Sheridan, Alice Greczyn, Katrina Bowden, Charlie McDermott, Mark L. Young",2020-09-01,2008,R,109,Comedies,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106
s2085,All Together Now,Brett Haley,"Auli'i Cravalho, Justina Machado, Rhenzy Feliz, Fred Armisen, Carol Burnett, Judy Reyes, Taylor Richardson, C.S. Lee, Anthony Jacques",2020-08-29,2020,PG,94,Dramas,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84
s2093,The Young Messiah,Cyrus Nowrasteh,"Adam Greaves-Neal, Sara Lazzaro, Vincent Walsh, Sean Bean, Jonathan Bailey, Agni Scott",2020-08-27,2016,PG-13,111,"Dramas, Faith & Spirituality",11.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98
s2101,Septembers of Shiraz,Wayne Blair,"Adrien Brody, Salma Hayek, Shohreh Aghdashloo, Alon Aboutboul, Navid Navid, Ariana Molkara, Nasser Memarzia, Jamie Ward, Anthony Azizi, Liron Levo, Gabriella Wright",2020-08-24,2016,PG-13,110,"Dramas, Thrillers",15.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,98
s2116,Drunk Parents,Fred Wolf,"Alec Baldwin, Salma Hayek, Jim Gaffigan, Joe Manganiello, Treat Williams, Ben Platt, Aasif Mandvi, Natalia Cigliuti",2020-08-18,2019,R,97,Comedies,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106
s2133,Project Power,"Henry Joost, Ariel Schulman","Jamie Foxx, Joseph Gordon-Levitt, Dominique Fishback, Rodrigo Santoro, Courtney B. Vance, Amy Landecker, Machine Gun Kelly, Tait Fletcher, Allen Maldonado, Andrene Ward-Hammond",2020-08-14,2020,R,113,Action & Adventure,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s2143,Mr. Peabody & Sherman,Rob Minkoff,"Ty Burrell, Max Charles, Ariel Winter, Stephen Colbert, Leslie Mann, Stanley Tucci, Allison Janney, Mel Brooks, Patrick Warburton, Stephen Tobolowsky, Lake Bell",2020-08-11,2014,PG,93,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",10.0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s2147,The Lost Husband,Vicky Wight,"Leslie Bibb, Josh Duhamel, Nora Dunn, Sharon Lawrence, Callie Hope Haverda, Roxton Garcia",2020-08-10,2020,PG-13,110,"Dramas, Romantic Movies",13.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,98
s2173,Killing Hasselhoff,Darren Grant,"Ken Jeong, David Hasselhoff, Jim Jefferies, Jon Lovitz, Rhys Darby, Dan Bakkedahl, Jennifer Ikeda, Will Sasso, Colton Dunn",2020-08-01,2017,R,80,Comedies,12.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106
s2177,Rogue Warfare: The Hunt,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Chris Mulkey, Stephen Lang",2020-08-01,2020,R,104,Action & Adventure,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s2251,The Old Guard,Gina Prince-Bythewood,"Charlize Theron, KiKi Layne, Marwan Kenzari, Luca Marinelli, Harry Melling, Van Veronica Ngo, Matthias Schoenaerts, Chiwetel Ejiofor",2020-07-10,2020,R,126,Action & Adventure,17.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s2260,The Long Dumb Road,Hannah Fidell,"Tony Revolori, Jason Mantzoukas, Taissa Farmiga, Grace Gummer, Ciara Bravo, Casey Wilson, Pamela Reed, Ron Livingston",2020-07-08,2018,R,91,"Comedies, Independent Movies",12.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,106
s2331,Eurovision Song Contest: The Story of Fire Saga,David Dobkin,"Will Ferrell, Rachel McAdams, Dan Stevens, Melissanthi Mahut, Mikael Persbrandt, Ólafur Darri Ólafsson, Graham Norton, Demi Lovato, Pierce Brosnan",2020-06-26,2020,PG-13,124,"Comedies, Music & Musicals, Romantic Movies",15.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,98
s2351,Woodshock,"Kate Mulleavy, Laura Mulleavy","Kirsten Dunst, Joe Cole, Pilou Asbæk, Jack Kilmer, Steph DuVall, Susan Traylor, Joel McCoy, Michael Pavlicek",2020-06-21,2017,R,101,"Dramas, Independent Movies, Thrillers",14.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s2383,The Darkness,Greg McLean,"Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry, Matt Walsh, Jennifer Morrison, Parker Mack, Paul Reiser, Ming-Na Wen, Tara Lynne Barr",2020-06-16,2016,PG-13,92,"Horror Movies, Thrillers",13.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,98
s2394,Da 5 Bloods,Spike Lee,"Delroy Lindo, Jonathan Majors, Clarke Peters, Norm Lewis, Isiah Whitlock Jr., Mélanie Thierry, Paul Walter Hauser, Jasper Pääkkönen, Johnny Nguyen, Chadwick Boseman",2020-06-12,2020,R,156,"Action & Adventure, Dramas",7.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,106
s2408,Middle Men,George Gallo,"Luke Wilson, Giovanni Ribisi, Gabriel Macht, James Caan, Jacinda Barrett, Kevin Pollak, Laura Ramsey, Rade Serbedzija, Terry Crews, Kelsey Grammer",2020-06-10,2009,R,113,"Comedies, Dramas, Independent Movies",14.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,106
s2412,Before I Fall,Ry Russo-Young,"Zoey Deutch, Halston Sage, Erica Tremblay, Logan Miller, Cynthy Wu, Kian Lawley, Jennifer Beals, Medalion Rahimi, Diego Boneta, Elena Kampouris, Liv Hewson, G. Hannelius, Nicholas Lea, Claire Margaret Corlett, Roan Curtis",2020-06-08,2017,PG-13,98,"Dramas, Romantic Movies",14.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,98
s2417,The Night Clerk,Michael Cristofer,"Tye Sheridan, Ana de Armas, Helen Hunt, John Leguizamo, Johnathon Schaech, Jacque Gray",2020-06-06,2020,R,90,"Dramas, Independent Movies",13.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s2420,Big Stone Gap,Adriana Trigiani,"Ashley Judd, Patrick Wilson, Whoopi Goldberg, John Benjamin Hickey, Jane Krakowski, Judith Ivey, Jasmine Guy, Chris Sarandon, Anthony LaPaglia, Jenna Elfman, Angelina Fiordellisi, Mary Testa, Dagmara Dominczyk, Mary Pat Gleason, Joe Inscoe, James Hampton, Paul Wilson",2020-06-05,2014,PG-13,103,"Comedies, Romantic Movies",13.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,98
s2431,Lady Bird,Greta Gerwig,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet, Beanie Feldstein, Lois Smith, Stephen Henderson, Odeya Rush, Jordan Rodrigues",2020-06-03,2017,R,94,"Comedies, Dramas, Independent Movies",14.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,106
s2455,The Disaster Artist,James Franco,"James Franco, Dave Franco, Seth Rogen, Josh Hutcherson, Ari Graynor, Alison Brie, Jacki Weaver, Zac Efron, Hannibal Buress, Jason Mantzoukas, Nathan Fielder, Paul Scheer, Megan Mullally, Sharon Stone, Tommy Wiseau",2020-06-01,2017,R,104,"Comedies, Dramas",6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,106
s2472,Uncut Gems,"Josh Safdie, Benny Safdie","Adam Sandler, LaKeith Stanfield, Kevin Garnett, Julia Fox, Idina Menzel, Eric Bogosian, Judd Hirsch, Abel Tesfaye",2020-05-25,2019,R,135,"Dramas, Thrillers",15.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s2480,The Lovebirds,Michael Showalter,"Issa Rae, Kumail Nanjiani, Paul Sparks, Anna Camp, Kyle Bornheimer, Nicholas X. Parsons, Andrene Ward-Hammond, Catherine Cohen, Barry Rothbart",2020-05-22,2020,R,87,"Action & Adventure, Comedies, Romantic Movies",13.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,106
s2550,John Henry,Will Forbes,"Terry Crews, Ludacris, Jamila Velazquez, J.J. Soria, Ken Foree, Daffany Clark, Kimberly Hébert-Gregory, Tyler Alvarez",2020-05-09,2020,R,92,"Dramas, Thrillers",12.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s2560,Becoming,Nadia Hallgren,Michelle Obama,2020-05-06,2020,PG,89,Documentaries,14.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84
s2567,Bennett's War,Alex Ranarivelo,"Michael Roark, Trace Adkins, Ali Afshar, Allison Paige, Tony Panterra, Brando Eaton, Hunter Clowdus, Michael King",2020-05-02,2019,PG-13,94,"Dramas, Sports Movies",14.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,98
s2571,Lady Driver,Shaun Paul Piccinino,"Grace Van Dien, Sean Patrick Flanery, Christina Moore, Casper Van Dien, Amanda Detmer, John Ducey, Matthew Joel Kranyak, David Gridley",2020-05-02,2019,PG,104,"Dramas, Sports Movies",12.0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,84
s2573,Roped,Shaun Paul Piccinino,"Josh Swickard, Casper Van Dien, Lorynn York, Christina Moore, John Schneider, Michael Roark, Shane Graham, Cooper Lundeen, Javicia Leslie, Spencer Neville",2020-05-02,2020,PG,90,"Children & Family Movies, Dramas, Romantic Movies",12.0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,84
s2574,The Stand at Paxton County,Brett Hedlund,"Jacqueline Toboni, Michael O'Neill, Tyler Jacob Moore, Christopher McDonald, Sean O'Bryan, Blake Sheldon, Zoe Kanters, Greg Perrow, Tanner Thomason",2020-05-02,2020,R,103,"Dramas, Independent Movies, Thrillers",14.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s2577,All Day and a Night,Joe Robert Cole,"Jeffrey Wright, Ashton Sanders, Regina Taylor, Yahya Abdul-Mateen II, Isaiah John, Kelly Jenrette, Shakira Ja-nai Paye",2020-05-01,2020,R,122,"Dramas, Independent Movies",12.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s2583,Madagascar: Escape 2 Africa,"Eric Darnell, Tom McGrath","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith, Sacha Baron Cohen, Cedric the Entertainer, Andy Richter, Bernie Mac, Alec Baldwin, Sherri Shepherd",2020-05-01,2008,PG,91,"Children & Family Movies, Comedies",6.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,84
s2592,The Half Of It,Alice Wu,"Leah Lewis, Daniel Diemer, Alexxis Lemire, Wolfgang Novogratz, Collin Chou, Becky Ann Baker, Enrique Murciano, Macintyre Dixon, Catherine Curtin",2020-05-01,2020,PG-13,105,"Comedies, Dramas, LGBTQ Movies",12.0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,98
s2593,The Heartbreak Kid,"Bobby Farrelly, Peter Farrelly","Ben Stiller, Michelle Monaghan, Jerry Stiller, Malin Akerman, Stephanie Courtney, Rob Corddry, Carlos Mencia, Ali Hillis, Danny McBride, Scott Wilson",2020-05-01,2007,R,116,"Comedies, Romantic Movies",11.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,106
s2623,The Reliant,Paul Munger,"Kevin Sorbo, Mollee Gray, Eric Roberts, Brian Bosworth, Julia Denton, Blake Burt, Marisa Lynae Hampton, Josh Murray, Kiera Strauss, Tyler Sanders",2020-04-28,2019,PG-13,116,"Dramas, Faith & Spirituality",15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,98
s2673,Sergio,Greg Barker,"Wagner Moura, Ana de Armas, Brían F. O'Byrne, Clemens Schick, Bradley Whitford",2020-04-17,2020,R,119,"Dramas, Independent Movies",17.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s2679,Jem and the Holograms,Jon M. Chu,"Aubrey Peeples, Stefanie Scott, Hayley Kiyoko, Aurora Perrineau, Juliette Lewis, Molly Ringwald, Ryan Guzman, Nathan Moore, Barnaby Carpenter, Nicholas Braun",2020-04-16,2015,PG,119,"Children & Family Movies, Dramas, Music & Musicals",13.0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,84
s2681,Puerto Ricans in Paris,Ian Edelman,"Luis Guzmán, Edgar Garcia, Alice Taglioni, Rosie Perez, Miriam Shor, Frédéric Anscombre, Rosario Dawson, Julie Ferrier, Michaël Cohen, Ravi Patel",2020-04-16,2015,R,82,Comedies,14.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106
s2698,Tigertail,Alan Yang,"Tzi Ma, Christine Ko, Hong-Chi Lee, Hayden Szeto, Kunjue Li, Fiona Fu, James Saito, Joan Chen",2020-04-10,2020,PG,91,Dramas,13.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84
s2702,The Last Airbender,M. Night Shyamalan,"Noah Ringer, Dev Patel, Nicola Peltz, Jackson Rathbone, Shaun Toub, Aasif Mandvi, Cliff Curtis, Seychelle Gabriel, Jessica Andres, Keong Sim, Summer Bishil, Francis Guinan, Katharine Houghton, Damon Gupton",2020-04-08,2010,PG,104,"Action & Adventure, Children & Family Movies, Sci-Fi & Fantasy",13.0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,84
s2705,The Florida Project,Sean Baker,"Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera, Valeria Cotto, Macon Blair, Caleb Landry Jones",2020-04-06,2017,R,111,"Dramas, Independent Movies",13.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s2708,Angel Has Fallen,Ric Roman Waugh,"Gerard Butler, Morgan Freeman, Nick Nolte, Danny Huston, Jada Pinkett Smith, Lance Reddick, Tim Blake Nelson, Piper Perabo",2020-04-04,2019,R,121,Action & Adventure,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s2746,The Runaways,Floria Sigismondi,"Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve, Scout Taylor-Compton, Alia Shawkat, Riley Keough, Johnny Lewis, Tatum O'Neal, Brett Cullen, Hannah Marks",2020-04-01,2010,R,107,"Dramas, Independent Movies, Music & Musicals",14.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s2750,Wildling,Fritz Böhm,"Bel Powley, Brad Dourif, Liv Tyler, Collin Kelly-Sordelet, James Le Gros",2020-04-01,2018,R,93,"Horror Movies, Independent Movies, Sci-Fi & Fantasy",13.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,106
s2755,Greater,David Hunt,"Neal McDonough, Leslie Easterbrook, Christopher Severio, Michael Parks, Nick Searcy, Peter Gray Lewis, Fredric Lehne, M.C. Gainey, Texas Battle, Josh Emerson",2020-03-31,2016,PG,131,"Children & Family Movies, Dramas, Sports Movies",16.0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,84
s2763,Rogue Warfare,Mike Gunther,"Will Yun Lee, Jermaine Love, Rory Markham, Bertrand-Xavier Corbi, Katie Keene, Fernando Chien, Gina DeCesare, Michael Blalock, Chris Mulkey, Stephen Lang",2020-03-28,2019,R,103,Action & Adventure,16.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,106
s2779,Bethany Hamilton: Unstoppable,Aaron Lieber,Bethany Hamilton,2020-03-25,2019,PG,100,"Children & Family Movies, Documentaries, Sports Movies",13.0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,84
s2799,3022,John Suits,"Omar Epps, Kate Walsh, Miranda Cosgrove, Angus Macfadyen, Jorja Fox, Enver Gjokaj, Haaz Sleiman",2020-03-19,2019,R,91,"Independent Movies, Sci-Fi & Fantasy, Thrillers",15.0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,106
s2802,AllI Wish,Susan Walter,"Sharon Stone, Tony Goldwyn, Liza Lapira, Ellen Burstyn, Jason Gibson, Famke Janssen, Caitlin Fitzgerald, Gilles Marini, Erica Ash, Tom Paolino",2020-03-18,2017,R,95,"Dramas, Romantic Movies",13.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,106
s2810,Search Party,Scot Armstrong,"T.J. Miller, Adam Pally, Thomas Middleditch, Lance Reddick, Shannon Woodward, Alison Brie, Krysten Ritter, Jason Mantzoukas",2020-03-16,2014,R,93,Comedies,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,106
s2823,Lost Girls,Liz Garbus,"Amy Ryan, Gabriel Byrne, Thomasin McKenzie, Lola Kirke, Oona Laurence, Dean Winters, Miriam Shor, Reed Birney, Kevin Corrigan, Stan Carp",2020-03-13,2020,R,95,Dramas,6.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s2837,Spenser Confidential,Peter Berg,"Mark Wahlberg, Winston Duke, Alan Arkin, Bokeem Woodbine, Iliza Shlesinger, Hope Olaide Wilson, Marc Maron",2020-03-06,2020,R,111,"Action & Adventure, Comedies",14.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,106
s2864,There Will Be Blood,Paul Thomas Anderson,"Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, Dillon Freasier, Sydney McCallister, David Willis, David Warshofsky, Colton Woodward, Russell Harvard",2020-03-01,2007,R,158,"Dramas, Independent Movies",13.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s2898,The Last Thing He Wanted,Dee Rees,"Anne Hathaway, Ben Affleck, Willem Dafoe, Toby Jones, Rosie Perez, Edi Gathegi, Mel Rodriguez, Onata Aprile",2020-02-21,2020,R,116,"Dramas, Thrillers",14.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s2906,MR. RIGHT,Paco Cabezas,"Sam Rockwell, Anna Kendrick, Tim Roth, James Ransone, Anson Mount, Michael Eklund, RZA, Katie Nehra",2020-02-16,2015,R,96,"Action & Adventure, Comedies, Romantic Movies",14.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,106
s2908,Term Life,Peter Billingsley,"Vince Vaughn, Hailee Steinfeld, Jonathan Banks, Bill Paxton, Mike Epps, Jordi Mollà, William Levy, Jon Favreau, Taraji P. Henson, Shea Whigham, Cain Velasquez",2020-02-16,2016,R,93,"Dramas, Thrillers",14.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s2909,The Forest,Jason Zada,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa, Eoin Macken, Stephanie Vogt, Rina Takasaki, Noriko Sakura, Yuho Yamashita",2020-02-16,2016,PG-13,93,"Horror Movies, Independent Movies",11.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,98
s2929,Good Time,"Benny Safdie, Josh Safdie","Robert Pattinson, Benny Safdie, Jennifer Jason Leigh, Barkhad Abdi, Buddy Duress, Peter Verby, Taliah Webster, Necro",2020-02-11,2017,R,101,"Dramas, Independent Movies, Thrillers",14.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s2940,Horse Girl,Jeff Baena,"Alison Brie, Debby Ryan, Paul Reiser, John Reynolds, Molly Shannon, John Ortiz, Meredith Hagner, Jake Picking, David Paymer, Jay Duplass",2020-02-07,2020,R,104,"Dramas, Independent Movies",15.0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,106
s2944,The Ballad of Lefty Brown,Jared Moshé,"Bill Pullman, Kathy Baker, Jim Caviezel, Joseph Anderson, Diego Josef, Tommy Flanagan, Peter Fonda",2020-02-07,2017,R,112,Dramas,15.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,106
s2951,Dragonheart: Vengeance,Ivan Silvestrini,"Joseph Millson, Jack Kane, Helena Bonham Carter, Arturo Muselli, Carolina Carlsson, Tam Williams, Richard Ashton, Ross O'Hennessy, Cameron Jack, Fabienne Piolini-Castle",2020-02-04,2020,PG-13,97,"Action & Adventure, Sci-Fi & Fantasy",15.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98
s2952,"Faith, Hope & Love",Robert Krantz,"Robert Krantz, Peta Murgatroyd, Corbin Bernsen, Michael Richards, Nancy Stafford",2020-02-04,2019,PG,106,"Comedies, Faith & Spirituality, Romantic Movies",15.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,84
