show_id,title,director,cast,date_added,release_year,rating,duration,listed_in,complexity,Faith & Spirituality,Children & Family Movies,International Movies,Comedies,Sports Movies,Music & Musicals,Horror Movies,Thrillers,Documentaries,Dramas,Cult Movies,Classic Movies,Stand-Up Comedy,Romantic Movies,Independent Movies,LGBTQ Movies,Movies,Sci-Fi & Fantasy,Action & Adventure,n
s5424,Puss in Book: Trapped in an Epic Tale,"Roy Burdine, Johnny Castuciano","Eric Bauza, Jayma Mays, Maria Bamford, Jeff Bennett, Grey Griffin, Carla Jimenez, Paul Rugg, Joshua Rush",6/20/17,2017,TV-Y7,24,"Children & Family Movies, Comedies",13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s5425,Rory Scovel Tries Stand-Up for the First Time,Scott Moran,Rory Scovel,6/20/17,2017,TV-MA,66,Stand-Up Comedy,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5433,"Oh, Hello On Broadway",Michael John Warren,"Nick Kroll, John Mulaney",6/13/17,2017,TV-MA,102,Stand-Up Comedy,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5450,Catfight,Onur Tukel,"Sandra Oh, Anne Heche, Alicia Silverstone, Amy Hill, Myra Lucretia Taylor, Ariel Kavoussi, Damian Young, Stephen Gevedon, Giullian Yao Gioiello, Tituss Burgess",6/1/17,2016,TV-MA,96,"Comedies, Independent Movies",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
s5454,Little Boxes,Rob Meyer,"Melanie Lynskey, Nelsan Ellis, Armani Jackson, Oona Laurence, Janeane Garofalo, Christine Taylor, Nadia Dajani, Veanne Cox, Will Janowitz, Julie Hays",6/1/17,2016,TV-MA,89,"Comedies, Dramas, Independent Movies",13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s5469,Sarah Silverman A Speck of Dust,Liam Lynch,Sarah Silverman,5/30/17,2017,TV-MA,71,Stand-Up Comedy,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5474,War Machine,David Michôd,"Brad Pitt, Topher Grace, Emory Cohen, John Magaro, Scoot McNairy, Anthony Michael Hall, Will Poulter",5/26/17,2017,TV-MA,123,"Comedies, Dramas",13,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s5481,Tracy Morgan: Staying Alive,Ryan Polito,Tracy Morgan,5/16/17,2017,TV-MA,59,Stand-Up Comedy,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5484,Lovesong,So Yong Kim,"Jena Malone, Riley Keough, Brooklyn Decker, Amy Seimetz, Ryan Eggold, Rosanna Arquette, Cary Joji Fukunaga, Marshall Chapman, Neal Huff",5/15/17,2016,TV-MA,84,"Dramas, Independent Movies, Romantic Movies",7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
s5490,Get Me Roger Stone,"Dylan Bank, Daniel DiMauro, Morgan Pehme",Roger Stone,5/12/17,2017,TV-MA,101,Documentaries,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s5493,"Norm Macdonald: Hitler's Dog, Gossip & Trickery",Liz Plonka,Norm MacDonald,5/9/17,2017,TV-MA,61,Stand-Up Comedy,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5494,Handsome: A Netflix Mystery Movie,Jeff Garlin,"Jeff Garlin, Natasha Lyonne, Amy Sedaris, Steven Weber, Christine Woods, Eddie Pepitone, Timm Sharp, Brad Morris, Leah Remini, Ava Acres",5/5/17,2017,TV-MA,81,Comedies,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s5497,The Mars Generation,Michael Barnett,"Neil deGrasse Tyson, Bill Nye, Michio Kaku",5/5/17,2017,TV-PG,98,"Children & Family Movies, Documentaries",14,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
s5498,Maria Bamford: Old Baby,Jessica Yu,Maria Bamford,5/2/17,2017,TV-MA,64,Stand-Up Comedy,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5512,Rodney King,Spike Lee,Roger Guenveur Smith,4/28/17,2017,TV-MA,53,Dramas,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s5519,Vir Das: Abroad Understanding,Marcus Raboy,Vir Das,4/25/17,2017,TV-MA,66,Stand-Up Comedy,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5523,Sand Castle,Fernando Coimbra,"Nicholas Hoult, Logan Marshall-Green, Henry Cavill, Glen Powell, Neil Brown Jr., Beau Knapp, Sammy Sheik, Gonzalo Menendez",4/21/17,2017,TV-MA,113,"Action & Adventure, Dramas, Independent Movies",14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1
s5525,Tramps,Adam Leon,"Callum Turner, Grace Van Patten, Michal Vondel, Mike Birbiglia, Margaret Colin, Louis Cancelmi, Rachel Zeiger-Haag, Dane Martinez",4/21/17,2017,TV-MA,83,"Dramas, Independent Movies, Romantic Movies",15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
s5526,Lucas Brothers: On Drugs,Jay Chapman,"Keith Lucas, Kenny Lucas",4/18/17,2017,TV-MA,50,Stand-Up Comedy,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5534,Sandy Wexler,Steven Brill,"Adam Sandler, Jennifer Hudson, Kevin James, Terry Crews, Rob Schneider, Colin Quinn, Nick Swardson, Lamorne Morris, Arsenio Hall, Jamie Gray Hyder",4/14/17,2017,TV-14,131,Comedies,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s5536,Kevin Hart: What Now?,Leslie Small,"Kevin Hart, Don Cheadle, Halle Berry, Ed Helms, David Meunier",4/11/17,2016,R,96,Stand-Up Comedy,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5537,Frat Star,"Grant S. Johnson, Ippsie Jones","Connor Lawrence, Justin Mark, Cathryn Dylan, Chris Elliott, Tyler Weaks, Max Sheldon, Austin Ramsey, Peter O'Connor, Nicole Balsam, Kaitlin Mesh",4/10/17,2017,TV-MA,85,Comedies,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s5541,Win It All,Joe Swanberg,"Jake Johnson, Aislinn Derbez, Joe Lo Truglio, Keegan-Michael Key, Nicky Excitement",4/7/17,2017,TV-MA,89,"Comedies, Independent Movies, Romantic Movies",7,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
s5545,Deuces,Jamal Hill,"Larenz Tate, Meagan Good, Lance Gross, Antonique Smith, La La Anthony, Rick Gonzalez, Rotimi, Andra Fuller",4/1/17,2016,TV-MA,88,Dramas,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s5547,Five Nights in Maine,Maris Curran,"David Oyelowo, Dianne Wiest, Rosie Perez, Teyonah Parris, Hani Furstenberg, Bill Raymond",4/1/17,2015,TV-MA,83,"Dramas, Independent Movies",13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s5557,The Discovery,Charlie McDowell,"Jason Segel, Rooney Mara, Robert Redford, Riley Keough, Jesse Plemons, Ron Canada",3/31/17,2017,TV-MA,102,"Dramas, Independent Movies, Romantic Movies",14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
s5558,Jo Koy: Live from Seattle,Shannon Hartman,Jo Koy,3/28/17,2017,TV-MA,63,Stand-Up Comedy,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5561,The C Word,Meghan O'Hara,Morgan Freeman,3/24/17,2016,TV-14,93,Documentaries,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s5562,The Most Hated Woman in America,Tommy O'Haver,"Melissa Leo, Josh Lucas, Vincent Kartheiser, Juno Temple, Adam Scott, Peter Fonda, Sally Kirkland, Rory Cochrane",3/24/17,2017,TV-MA,93,Dramas,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s5565,Best Worst Thing That Ever Could Have Happened,Lonny Price,"Stephen Sondheim, Harold Prince, Jason Alexander, Mandy Patinkin, Lonny Price",3/18/17,2016,TV-MA,97,Documentaries,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s5566,Deidra & Laney Rob a Train,Sydney Freeland,"Rachel Crow, Ashleigh Murray, Sasheer Zamata, Danielle Nicolet, David Sullivan, Tim Blake Nelson, Missi Pyle, Arturo Castro, Sharon Lawrence, Brooke Markham, Kinna McInroe, Myko Olivier, Lance Gray",3/17/17,2017,TV-14,92,"Comedies, Dramas, Independent Movies",14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s5577,Jim Norton: Mouthful of Shame,Shannon Hartman,Jim Norton,3/14/17,2017,TV-MA,62,Stand-Up Comedy,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5580,Burning Sands,Gerard McMurray,"Trevor Jackson, Alfre Woodard, Trevante Rhodes, Steve Harris, DeRon Horton, Rotimi, Serayah, Tosin Cole, Malik Bazille, Octavius J. Johnson, Davyon St. Usaire, Mitchell Edwards, Nafessa Williams, Christian Robinson, Imani Hakim, Raquel Bianca John",3/10/17,2017,TV-MA,102,"Dramas, Independent Movies",15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s5583,Amy Schumer: The Leather Special,Amy Schumer,Amy Schumer,3/7/17,2017,TV-MA,57,Stand-Up Comedy,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5587,Mike Birbiglia: Thank God for Jokes,"Seth Barrish, Mike Birbiglia",Mike Birbiglia,2/28/17,2017,TV-MA,71,Stand-Up Comedy,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5591,I Don't Feel at Home in This World Anymore,Macon Blair,"Melanie Lynskey, Elijah Wood, David Yow, Jane Levy, Devon Graye, Christine Woods, Robert Longstreet, Gary Anthony Williams",2/24/17,2017,TV-MA,97,"Dramas, Independent Movies, Thrillers",12,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
s5595,Trevor Noah: Afraid of the Dark,David Paul Meyer,Trevor Noah,2/21/17,2017,TV-14,67,Stand-Up Comedy,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5597,Growing Up Wild,Keith Scholey,Daveed Diggs,2/19/17,2016,G,78,"Children & Family Movies, Documentaries",13,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
s5607,Girlfriend's Day,Michael Paul Stephenson,"Bob Odenkirk, Amber Tamblyn, Natasha Lyonne, Alex Karpovsky, Stacy Keach, Andy Richter, Ed Begley Jr., David Sullivan, Larry Fessenden, June Diane Raphael, Rich Sommer, Steven Michael Quezada, Echo Kellum, Stephanie Courtney, Toby Huss, Tucker Smallwood, Kevin O'Grady, Nate Mooney",2/14/17,2017,TV-MA,71,"Comedies, Independent Movies",12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
s5614,"Michael Bolton's Big, Sexy Valentine's Day Special","Scott Aukerman, Akiva Schaffer","Michael Bolton, Andy Samberg, Will Forte, Kenny G, Maya Rudolph, Adam Scott, Janeane Garofalo, Brooke Shields, Sinbad, Michael Sheen, Tim Robinson, Bob Saget, Mary Holland, Andy Richter, Colton Dunn, David Theune, Randall Park, Sarah Silverman, Mary Sohn, Fred Armisen, Matthew Kimbrough, Maya Erskine, Louie Anderson, Claudia O'Doherty, Kate Berlant, Baron Vaughn, Zachary Oyama, Casey Wilson, Sarah Shahi, Jimmy Graham, Luka Jones, Akiva Schaffer, Eric André, Scott Aukerman, Nicole Byer, Dave Ferguson, Tim Kalpakis, Mike Hanford, Mircea Monroe, Chris Parnell, Sal Stowers",2/7/17,2017,TV-MA,54,"Comedies, Music & Musicals, Romantic Movies",13,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
s5616,Imperial Dreams,Malik Vitthal,"John Boyega, Rotimi, Glenn Plummer, De'Aundre Bonds, Keke Palmer, Nora Zehetner, Todd Louiso",2/3/17,2014,TV-MA,86,Dramas,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s5623,Bill Burr: Walk Your Way Out,Jay Karas,Bill Burr,1/31/17,2017,TV-MA,78,Stand-Up Comedy,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5628,Cristela Alonzo: Lower Classy,Marcus Raboy,Cristela Alonzo,1/24/17,2017,TV-MA,67,Stand-Up Comedy,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5631,Take the 10,Chester Tam,"Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam, Andy Samberg, Stella Maeve, Jordan Rock, Carlos Alazraqui, Fred Armisen",1/20/17,2017,TV-MA,80,Comedies,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s5632,Neal Brennan: 3 Mics,Neal Brennan,Neal Brennan,1/17/17,2017,TV-MA,66,Stand-Up Comedy,19,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5638,Clinical,Alistair Legrand,"Vinessa Shaw, Kevin Rahm, William Atherton, Aaron Stanford, Wilmer Calderon, Sydney Tamiia Poitier, India Eisley, Nestor Serrano",1/13/17,2017,TV-MA,104,"Horror Movies, Thrillers",13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
s5640,Jim Gaffigan: Cinco,Jeannie Gaffigan,Jim Gaffigan,1/10/17,2017,TV-14,74,Stand-Up Comedy,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5643,Coin Heist,Emily Hagins,"Sasha Pieterse, Alexis G. Zall, Alex Saxon, Jay Walker, Mark Blum, Neal Huff, Michael Cyril Creighton, Blanche Baker, Connor Ratliff, Will Denton",1/6/17,2017,TV-14,98,"Children & Family Movies, Dramas",2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
s5644,LEGO: Marvel Super Heroes: Maximum Overload,Greg Richardson,"Troy Baker, Drake Bell, Fred Tatasciore, Dee Bradley Baker, Steve Blum, Adrian Pasdar, Greg Cipes, Chi McBride, Barry Dennen, Robin Atkin Downes",1/6/17,2013,TV-Y7,22,Children & Family Movies,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s5646,Marvel's Hulk: Where Monsters Dwell,Mitch Schauer,"Fred Tatasciore, Liam O'Brien, Jesse Burch, Edward Bosco, Chiara Zanni, Mike Vaughn, Jon Olson, Matthew Waterson, Zach Callison, Laura Bailey, Hope Levy",1/4/17,2016,PG,75,"Children & Family Movies, Sci-Fi & Fantasy",7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
s5647,Jen Kirkman: Just Keep Livin’?,Lance Bangs,Jen Kirkman,1/3/17,2017,TV-MA,69,Stand-Up Comedy,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5649,Bee Movie,"Steve Hickner, Simon J. Smith","Jerry Seinfeld, Renée Zellweger, Matthew Broderick, Patrick Warburton, John Goodman, Chris Rock, Kathy Bates, Barry Levinson, Larry King, Ray Liotta",1/1/17,2007,PG,92,"Children & Family Movies, Comedies",11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s5658,Garfunkel and Oates: Trying to be Special,"Riki Lindhome, Jeremy Konner","Riki Lindhome, Kate Micucci, Anthony Jeselnik, Steve Agee",12/23/16,2016,TV-MA,62,"Music & Musicals, Stand-Up Comedy",12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5661,Gabriel lglesias: I’m Sorry For What I Said When I Was Hungry,Manny Rodriguez,Gabriel Iglesias,12/20/16,2016,TV-14,88,Stand-Up Comedy,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5662,Barry,Vikram Gandhi,"Devon Terrell, Anya Taylor-Joy, Jason Mitchell, Ashley Judd, Jenna Elfman, Ellar Coltrane, Avi Nash, Linus Roache, John Benjamin Hickey",12/16/16,2016,TV-MA,105,Dramas,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s5664,Sister Cities,Sean Hanish,"Jacki Weaver, Troian Bellisario, Stana Katic, Michelle Trachtenberg, Jess Weixler, Alfred Molina, Amy Smart, Tom Everett Scott, Kaia Gerber, Aimee Garcia, Kathy Baker, Peter Jason",12/16/16,2016,TV-MA,88,Dramas,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s5680,Asperger's Are Us,Alex Lehmann,"Noah Britton, Ethan Finlan, Jack Hanke, New Michael Ingemi",12/11/16,2016,TV-MA,83,Documentaries,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s5682,Mariah Carey's Merriest Christmas,James Yukich,"Mariah Carey, Lacey Chabert, Kelsey Grammer, Billy Gardell, Fina Strazza, Kenneth Edmonds, Cameron Mathison, Brennan Elliott",12/9/16,2015,TV-G,38,"Children & Family Movies, Music & Musicals",16,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s5686,Other People,Chris Kelly,"Jesse Plemons, Molly Shannon, Bradley Whitford, Maude Apatow, Madisen Beaty, John Early, Zach Woods, Paul Dooley, June Squibb",12/8/16,2016,TV-MA,97,"Comedies, Dramas, Independent Movies",11,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s5688,Blue Jay,Alex Lehmann,"Sarah Paulson, Mark Duplass, Clu Gulager",12/6/16,2016,TV-MA,81,"Dramas, Independent Movies, Romantic Movies",16,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
s5689,One in a Billion,Roman Gackowski,"Satnam Singh Bhamara, Mark Cuban, Adam Silver, Vivek Ranadivé",12/6/16,2016,TV-14,70,"Documentaries, Sports Movies",13,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
s5690,Reggie Watts: Spatial,Benjamin Dickinson,Reggie Watts,12/6/16,2016,TV-MA,62,"Music & Musicals, Stand-Up Comedy",16,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5695,White Girl,Elizabeth Wood,"Morgan Saylor, Brian 'Sene' Marc, Justin Bartha, Chris Noth, Adrian Martinez, India Menuez, Anthony Ramos, Ralph Rodriguez, Annabelle Dexter-Jones",12/2/16,2016,TV-MA,90,"Dramas, Independent Movies",13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s5698,Across Grace Alley,Ralph Macchio,"Ben Hyland, Marsha Mason, Karina Smirnoff, Colin Branca, Ralph Macchio, Tricia Paoluccio",12/1/16,2013,TV-PG,24,Dramas,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s5703,Rainbow Time,Linas Phillips,"Linas Phillips, Melanie Lynskey, Timm Sharp, Tobin Bell, Jay Duplass, Lauren Weedman, Artemis Pebdani, Reagan Yates, Austin Fryberger",12/1/16,2016,TV-MA,92,"Comedies, Dramas, Independent Movies",14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s5705,Richard Pryor: Live in Concert,Jeff Margolis,Richard Pryor,12/1/16,1979,TV-MA,79,Stand-Up Comedy,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5709,Michael Che Matters,Oz Rodriguez,Michael Che,11/25/16,2016,TV-MA,61,Stand-Up Comedy,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5710,Mercy,Chris Sparling,"James Wolk, Caitlin Fitzgerald, Tom Lipinski, Dan Ziskie, Michael Godere, Michael Donovan, Dion Graham, Constance Barron",11/22/16,2016,TV-MA,88,"Dramas, Thrillers",14,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
s5713,Donald Glover: Weirdo,"Shannon Hartman, Michelle Caputo",Donald Glover,11/19/16,2012,TV-MA,65,Stand-Up Comedy,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5714,Colin Quinn: The New York Story,Jerry Seinfeld,Colin Quinn,11/18/16,2016,TV-MA,62,Stand-Up Comedy,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5720,True Memoirs of an International Assassin,Jeff Wadlow,"Kevin James, Andy Garcia, Zulay Henao, Maurice Compte, Kelen Coleman, Andrew Howard, Rob Riggle, Leonard Earl Howze, Yul Vazquez, Kim Coates, Daniel Zacapa, Ron Rifkin, Jeff Chase",11/11/16,2016,TV-14,98,"Action & Adventure, Comedies",15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s5722,Kathleen Madigan: Bothering Jesus,Lorene Machado,Kathleen Madigan,11/10/16,2016,TV-MA,71,Stand-Up Comedy,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5725,"Dana Carvey: Straight White Male, 60",Marcus Raboy,Dana Carvey,11/4/16,2016,TV-MA,64,Stand-Up Comedy,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5734,Norman Lear: Just Another Version of You,"Heidi Ewing, Rachel Grady","Norman Lear, George Clooney, Bill Moyers, John Amos, Russell Simmons, Louise Lasser, Rob Reiner, Jon Stewart, Amy Poehler",11/1/16,2016,TV-MA,91,Documentaries,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s5746,Joe Rogan: Triggered,Anthony Giordano,Joe Rogan,10/21/16,2016,TV-MA,64,Stand-Up Comedy,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5755,Sky Ladder: The Art of Cai Guo-Qiang,Kevin MacDonald,Cai Guo-Qiang,10/14/16,2016,TV-MA,80,Documentaries,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s5756,Mascots,Christopher Guest,"Carrie Aizley, Sarah Baker, Bob Balaban, Ed Begley Jr., Tom Bennett, Maria Blasucci, Jennifer Coolidge, Kerry Godliman, Matt Griesser, Christopher Guest, John Michael Higgins, Michael Hitchcock, Don Lake, Jane Lynch, Christopher Moynihan, Chris O'Dowd, Jim Piddock, Parker Posey, Harry Shearer, Fred Willard, Zach Woods, Susan Yeagley",10/13/16,2016,TV-MA,95,Comedies,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s5757,Justin Timberlake + the Tennessee Kids,Jonathan Demme,Justin Timberlake,10/12/16,2016,TV-MA,90,Music & Musicals,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s5759,Russell Peters: Almost Famous,Dave Higby,Russell Peters,10/7/16,2016,TV-MA,73,Stand-Up Comedy,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5762,LEGO Jurassic World: The Indominus Escape,Michael D. Black,"A.J. LoCascio, Sendhil Ramamurthy, Fred Tatasciore, Jake Johnson, Lauren Lapkus, Zachary Levi, BD Wong, David Gunning",10/4/16,2016,TV-Y7,25,"Children & Family Movies, Comedies",14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s5780,Unchained: The Untold Story of Freestyle Motocross,"Paul Taublieb, Jon Freeman",Josh Brolin,10/1/16,2016,TV-MA,92,"Documentaries, Sports Movies",18,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
s5785,Iliza Shlesinger: Confirmed Kills,Bobcat Goldthwait,Iliza Shlesinger,9/23/16,2016,TV-MA,78,Stand-Up Comedy,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5794,Cedric the Entertainer: Live from the Ville,Troy Miller,Cedric the Entertainer,9/16/16,2016,TV-MA,60,Stand-Up Comedy,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5797,Sample This,Dan Forrer,Gene Simmons,9/15/16,2012,TV-14,83,"Documentaries, Music & Musicals",13,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s5809,Jeff Foxworthy and Larry the Cable Guy: We’ve Been Thinking...,Jay Karas,"Jeff Foxworthy, Larry the Cable Guy",8/26/16,2016,TV-14,75,Stand-Up Comedy,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5810,XOXO,Christopher Louie,"Sarah Hyland, Graham Phillips, Chris D'Elia, Hayley Kiyoko, Brett DelBuono, Ryan Hansen, Ian Anthony Dale, Ione Skye, Colin Woodell, LaMonica Garrett, Brianne Howey",8/26/16,2016,TV-MA,92,"Dramas, Music & Musicals",13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s5811,I'll Sleep When I'm Dead,Justin Krook,Steve Aoki,8/19/16,2016,TV-MA,80,"Documentaries, Music & Musicals",16,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s5816,Jim Gaffigan: Beyond the Pale,Michael Drumm,Jim Gaffigan,8/11/16,2005,TV-14,72,Stand-Up Comedy,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5817,Jim Gaffigan: King Baby,Troy Miller,Jim Gaffigan,8/11/16,2009,TV-PG,71,Stand-Up Comedy,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5818,Jim Gaffigan: Mr. Universe,Jay Karas,Jim Gaffigan,8/11/16,2012,TV-14,77,Stand-Up Comedy,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5819,Jim Gaffigan: Obsessed,Jay Chapman,Jim Gaffigan,8/11/16,2014,TV-14,70,Stand-Up Comedy,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5820,David Cross: Making America Great Again!,Alex Coletti,David Cross,8/5/16,2016,TV-MA,73,Stand-Up Comedy,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5821,Lavell Crawford: Can a Brother Get Some Love?,Michael Drumm,Lavell Crawford,8/2/16,2011,TV-MA,81,Stand-Up Comedy,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s5825,Interview with a Serial Killer,Christopher Martin,Arthur Shawcross,8/1/16,2008,TV-MA,45,Documentaries,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s5829,Tallulah,Sian Heder,"Ellen Page, Allison Janney, Tammy Blanchard, Evan Jonigkeit, Uzo Aduba, John Benjamin Hickey, David Zayas, Zachary Quinto, Fredric Lehne",7/29/16,2016,TV-MA,112,"Dramas, Independent Movies",14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s5831,Rebirth,Karl Mueller,"Fran Kranz, Adam Goldberg, Nicky Whelan, Luis Gerardo Méndez, Harry Hamlin, Pat Healy, Kat Foster, Andrew J. West, Eric Ladin, Steve Agee",7/15/16,2016,TV-MA,101,"Dramas, Thrillers",13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
