show_id,title,director,cast,date_added,release_year,rating,duration,listed_in,complexity,Faith & Spirituality,Children & Family Movies,International Movies,Comedies,Sports Movies,Music & Musicals,Horror Movies,Thrillers,Documentaries,Dramas,Cult Movies,Classic Movies,Stand-Up Comedy,Romantic Movies,Independent Movies,LGBTQ Movies,Movies,Sci-Fi & Fantasy,Action & Adventure,n
s954,The Whole Truth,Courtney Hunt,"Keanu Reeves, Renée Zellweger, Gugu Mbatha-Raw, Gabriel Basso, Jim Belushi, Jim Klock, Ritchie Montgomery, Christopher Berry",5/1/21,2016,R,93,"Dramas, Thrillers",15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
s957,Zack and Miri Make a Porno,Kevin Smith,"Seth Rogen, Elizabeth Banks, Craig Robinson, Jason Mewes, Jeff Anderson, Traci Lords, Katie Morgan, Ricky Mabe, Justin Long, Brandon Routh, Tyler Labine, Tom Savini, Tisha Campbell-Martin, Jennifer Schwalbach, Gerry Bednob",5/1/21,2008,R,101,"Comedies, Independent Movies, Romantic Movies",6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1
s970,August: Osage County,John Wells,"Meryl Streep, Julia Roberts, Chris Cooper, Ewan McGregor, Margo Martindale, Sam Shepard, Dermot Mulroney, Julianne Nicholson, Juliette Lewis, Abigail Breslin, Benedict Cumberbatch, Misty Upham",4/27/21,2014,R,121,Dramas,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s971,Battle: Los Angeles,Jonathan Liebesman,"Aaron Eckhart, Michelle Rodriguez, Ramon Rodriguez, Bridget Moynahan, Ne-Yo, Michael Peña, Lucas Till, Cory Hardrict, Adetokumboh M'Cormack, Jim Parrack",4/27/21,2011,PG-13,116,"Action & Adventure, Sci-Fi & Fantasy",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
s1016,American Me,Edward James Olmos,"Edward James Olmos, William Forsythe, Pepe Serna, Danny De La Paz, Evelina Fernandez, Cary-Hiroyuki Tagawa, Daniel Villarreal, Sal Lopez, Daniel Haro, Domingo Ambriz",4/17/21,1992,R,126,Dramas,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s1025,Arlo the Alligator Boy,Ryan Crego,"Michael J. Woodard, Mary Lambert, Brett Gelman, Jonathan Van Ness, Tony Hale, Haley Tju, Annie Potts, Vincent Rodriguez III, Flea, Jennifer Coolidge",4/16/21,2021,TV-Y7,93,"Children & Family Movies, Comedies, Music & Musicals",7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s1027,Barbie & Chelsea: The Lost Birthday,Cassi Simonds,"America Young, Cassidy Naber, Kirsten Day, Cassandra Morris, Lisa Fuson, Greg Chun, Benjamin Pronsky, Laila Berzins, Nakia Burrise, Jacob Craner",4/16/21,2021,TV-Y,60,Children & Family Movies,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s1030,Doctor Bello,Tony Abulu,"Isaiah Washington, Vivica A. Fox, Jimmy Jean-Louis, Genevieve Nnaji, Stephanie Okereke, Justus Esiri, Ebbe Bassey, Jon Freda, Evan Brinkman",4/16/21,2013,TV-MA,96,"Dramas, International Movies",13,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
s1035,Synchronic,"Justin Benson, Aaron Moorhead","Anthony Mackie, Jamie Dornan, Katie Aselton, Ally Ioannides, Ramiz Monsef, Bill Oberst Jr.",4/16/21,2020,R,102,Thrillers,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s1037,Time Trap,"Mark Dennis, Ben Foster","Andrew Wilson, Cassidy Gifford, Brianne Howey, Reiley McClendon, Olivia Draguicevich, Max Wright, Hans Marrero, Rich Skidmore, Chris Sturgeon, Gopal Bidari",4/16/21,2017,TV-14,88,"Action & Adventure, Sci-Fi & Fantasy",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
s1040,Dark City Beneath the Beat,TT The Artist,"Uneek, Mighty Mark, Tsu Terry, TT The Artist",4/15/21,2020,TV-MA,65,"Documentaries, Music & Musicals",14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s1047,Only Mine,Michael Civille,"Amber Midthunder, Brett Zimmerman, Chris Browning, Walter Fauntleroy, Claudia Ferri, Lorenzo James Henrie, Ellen Wroe, Ashley Holliday Tavares, Nancy Linehan Charles, Jonna Walsh",4/15/21,2019,TV-14,88,Thrillers,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s1053,The Master,Paul Thomas Anderson,"Joaquin Phoenix, Philip Seymour Hoffman, Amy Adams, Laura Dern, Kevin J. O'Connor, Jesse Plemons, Rami Malek, Christopher Evan Welch, Madisen Beaty, Ambyr Childers, Price Carson",4/15/21,2012,R,137,"Dramas, Independent Movies",14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s1054,Time Is Illmatic,One9,"Nasir 'Nas' Jones, Busta Rhymes, Pete Rock, Pharrell Williams, Q-Tip, Swizz Beatz, Alicia Keys, DJ Premier",4/15/21,2014,TV-MA,75,"Documentaries, Music & Musicals",14,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s1056,Zoot Suit,Luis Valdez,"Daniel Valdez, Edward James Olmos, Charles Aidman, Tyne Daly, John Anderson, Abel Franco, Mike Gomez, Francis X. McCarthy, Alma Martínez, Lupe Ontiveros, Tony Plana",4/15/21,1981,R,103,"Cult Movies, Dramas, Music & Musicals",12,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
s1084,The Stand-In,Jamie Babbit,"Drew Barrymore, Michael Zegen, T.J. Miller, Holland Taylor, Ellie Kemper, Andrew Rannells, Michelle Buteau",4/10/21,2020,R,102,Comedies,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s1089,Thunder Force,Ben Falcone,"Melissa McCarthy, Octavia Spencer, Jason Bateman, Bobby Cannavale, Pom Klementieff, Melissa Leo, Taylor Mosby, Marcella Lowery, Melissa Ponzio",4/9/21,2021,PG-13,107,"Action & Adventure, Comedies",17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s1090,Two Distant Strangers,"Travon Free, Martin Desmond Roe","Joey Bada$$, Andrew Howard, Zaria",4/9/21,2021,TV-MA,32,Dramas,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s1101,What Lies Below,Braden R. Duemmler,"Ema Horvath, Trey Tucker, Mena Suvari, Haskiri Velazquez, Danny Corbo, Olan Montgomery, Troy Iwata",4/4/21,2020,TV-MA,88,"Horror Movies, Thrillers",13,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
s1103,Accepted,Steve Pink,"Justin Long, Jonah Hill, Adam Herschman, Columbus Short, Maria Thayer, Lewis Black, Blake Lively, Mark Derwin, Ann Cusack, Robin Lord Taylor, Hannah Marks, Anthony Heald",4/2/21,2006,PG-13,93,Comedies,13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s1107,Cross: Rise of the Villains,"Patrick Durham, Paul G. Volk","Brian Austin Green, Vinnie Jones, Lori Heuring, Richard Grieco, Patrick Durham, Tim Abell, Carson Lee Bradshaw, Manu Intiraymi, Danny Trejo",4/2/21,2019,R,100,Action & Adventure,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s1113,Woody Woodpecker,Alex Zamm,"Timothy Omundson, Thaila Ayala, Eric Bauza, Graham Verchere, Jordana Largy, Scott McNeil, Adrian Glynn McMorran, Chelsea Miller, Sean Tyson",4/2/21,2017,PG,91,"Children & Family Movies, Comedies",14,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s1114,2012,Roland Emmerich,"John Cusack, Amanda Peet, Chiwetel Ejiofor, Thandie Newton, Oliver Platt, Tom McCarthy, Woody Harrelson, Danny Glover, Liam James, Morgan Lily",4/1/21,2009,PG-13,158,"Action & Adventure, Sci-Fi & Fantasy",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
s1122,Legally Blonde,Robert Luketic,"Reese Witherspoon, Luke Wilson, Selma Blair, Matthew Davis, Victor Garber, Jennifer Coolidge",4/1/21,2001,PG-13,96,"Comedies, Romantic Movies",4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
s1125,Maximum Risk,Ringo Lam,"Jean-Claude Van Damme, Natasha Henstridge, Jean-Hugues Anglade, Zach Grenier, Paul Ben-Victor, Frank Senger, Stéphane Audran",4/1/21,1996,R,101,Action & Adventure,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s1127,My Fair Lady,George Cukor,"Audrey Hepburn, Rex Harrison, Stanley Holloway, Wilfred Hyde-White, Gladys Cooper, Jeremy Brett, Theodore Bikel, Mona Washbourne, Isobel Elsom, John Holland, Alan Napier, Marni Nixon",4/1/21,1964,G,173,"Classic Movies, Music & Musicals",15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
s1129,S.W.A.T.: Under Siege,Tony Giglio,"Sam Jaeger, Michael Jai White, Adrianne Palicki, Ty Olsson, Kyra Zagorsky, Olivia Cheng, Lisa Chandler, Monique Ganderton, Matthew Marsden, Chris Gauthier",4/1/21,2017,R,89,"Action & Adventure, International Movies",6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
s1134,Sniper: Ghost Shooter,Don Michael Paul,"Chad Michael Collins, Billy Zane, Dennis Haysbert, Nick Gomez, Ravil Isyanov, Stephanie Vogt, Navid Negahban, Presciliana Esparolini, Enoch Frost",4/1/21,2016,R,99,Action & Adventure,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s1136,Takers,John Luessenhop,"Matt Dillon, Paul Walker, Chris Brown, Idris Elba, Jay Hernandez, Hayden Christensen, Michael Ealy, T.I., Marianne Jean-Baptiste, Zoe Saldana, Steve Harris, Johnathon Schaech",4/1/21,2010,PG-13,107,Action & Adventure,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s1140,The Stepfather,Nelson McCormick,"Dylan Walsh, Sela Ward, Penn Badgley, Amber Heard, Sherry Stringfield, Paige Turco, Jon Tenney, Nancy Linehan Charles, Marcuis Harris, Braeden Lemasters, Deirdre Lovejoy",4/1/21,2009,PG-13,102,"Horror Movies, Thrillers",14,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
s1141,Universal Soldier: The Return,Mic Rodgers,"Jean-Claude Van Damme, Michael Jai White, Heidi Schanz, Xander Berkeley, Justin Lazard, Kiana Tom, Daniel von Bargen, James Black, Karis Paige Bryant, Bill Goldberg",4/1/21,1999,R,83,Action & Adventure,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s1143,White Boy,Shawn Rech,Richard Wershe Jr.,4/1/21,2017,TV-MA,83,Documentaries,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s1151,7 Yards: The Chris Norton Story,Jonathon Link,Chris Norton,3/30/21,2021,TV-PG,93,Documentaries,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s1155,Lawless,John Hillcoat,"Shia LaBeouf, Jessica Chastain, Jason Clarke, Guy Pearce, Lew Temple, Gary Oldman, Tim Tolin, Dane DeHaan, Mia Wasikowska, Chris McGarry, Tom Hardy",3/28/21,2012,R,116,Dramas,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s1157,A Week Away,Roman White,"Kevin Quinn, Bailee Madison, Jahbril Cook, Kat Conner Sterling, Sherri Shepherd, David Koechner, Iain Tucker, Amy Grant",3/26/21,2021,TV-PG,98,"Children & Family Movies, Faith & Spirituality, Music & Musicals",13,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s1179,Jiu Jitsu,Dimitri Logothetis,"Alain Moussi, Nicolas Cage, Tony Jaa, Rick Yune, Frank Grillo, Marie Avgeropoulos, JuJu Chan, Ryan Tarran, Eddie Steeples, Raymond Pinharry, Mary Makariou",3/20/21,2020,R,102,Action & Adventure,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s1188,Deadly Illusions,Anna Elizabeth James,"Kristin Davis, Dermot Mulroney, Greer Grammer, Shanola Hampton, Marie Wagenman, Shylo Molina, Abella Bala, Shaun Wu",3/18/21,2021,R,115,Thrillers,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s1190,Nate Bargatze: The Greatest Average American,Troy Miller,Nate Bargatze,3/18/21,2021,TV-G,60,Stand-Up Comedy,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s1192,The Fluffy Movie,"Manny Rodriguez, Jay Lavender",Gabriel Iglesias,3/18/21,2014,PG-13,101,Stand-Up Comedy,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s1196,Operation Varsity Blues: The College Admissions Scandal,Chris Smith,Matthew Modine,3/17/21,2021,R,100,Documentaries,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s1200,Savages,Oliver Stone,"Taylor Kitsch, Aaron Taylor-Johnson, Blake Lively, John Travolta, Benicio Del Toro, Salma Hayek, Demián Bichir, Sandra Echeverría, Emile Hirsch, Joaquín Cosío, Ali Wong",3/16/21,2012,R,131,"Dramas, Thrillers",13,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
s1219,YES DAY,Miguel Arteta,"Jennifer Garner, Edgar Ramírez, Jenna Ortega, Julian Lerner, Everly Carganilla, Tracie Thoms, Fortune Feimster, Nat Faxon, Arturo Castro",3/12/21,2021,PG,90,"Children & Family Movies, Comedies",12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s1223,The Block Island Sound,"Kevin McManus, Matthew McManus","Chris Sheffield, Michaela McManus, Neville Archambault, Ryan O'Flanagan, Matilda Lawler, Jim Cummings, Jeremy Holm, Heidi Niedermeyer, Willie C. Carpenter, Matthew Lawler",3/11/21,2020,TV-MA,99,"Horror Movies, Independent Movies",14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
s1240,Parker,Taylor Hackford,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce, Clifton Collins Jr., Bobby Cannavale, Patti LuPone, Carlos Carrasco, Micah Hauptman, Emma Booth, Nick Nolte",3/4/21,2013,R,119,Action & Adventure,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s1241,Safe Haven,Lasse Hallström,"Josh Duhamel, Julianne Hough, Cobie Smulders, David Lyons, Noah Lomax, Mimi Kirkland",3/4/21,2013,PG-13,116,"Dramas, Romantic Movies",12,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
s1242,Moxie,Amy Poehler,"Hadley Robinson, Lauren Tsai, Patrick Schwarzenegger, Nico Hiraga, Sydney Park, Josephine Langford, Clark Gregg, Josie Totah, Alycia  Pascual-Peña, Anjelika Washington, Charlie Hall, Sabrina Haskett, Ike Barinholtz, Amy Poehler, Marcia Gay Harden",3/3/21,2021,PG-13,112,"Comedies, Dramas, Music & Musicals",14,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s1244,Black or White,Mike Binder,"Kevin Costner, Octavia Spencer, Jillian Estell, Bill Burr, Mpho Koaho, Anthony Mackie, Jennifer Ehle, André Holland, Gillian Jacobs, Paula Newsome",3/2/21,2014,PG-13,121,Dramas,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s1249,Biggie: I Got a Story to Tell,Emmett Malloy,"The Notorious B.I.G., Sean ""P. Diddy"" Combs",3/1/21,2021,R,98,"Documentaries, Music & Musicals",6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s1254,LEGO Marvel Spider-Man: Vexed by Venom,"Andrew Duncan, Ken Cunningham","Robbie Daymond, Ben Pronsky, Josh Keaton, Tara Strong, Jennifer Hale, Laura Bailey",3/1/21,2019,TV-Y,22,"Children & Family Movies, Comedies",13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s1255,Rain Man,Barry Levinson,"Dustin Hoffman, Tom Cruise, Valeria Golino, Gerald R. Molen, Jack Murdock, Michael D. Roberts, Ralph Seymour, Lucinda Jenney, Bonnie Hunt",3/1/21,1988,R,134,"Classic Movies, Dramas",15,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1
s1260,Captain Fantastic,Matt Ross,"Viggo Mortensen, Frank Langella, George MacKay, Samantha Isler, Annalise Basso, Nicholas Hamilton, Shree Crooks, Charlie Shotwell, Ann Dowd, Erin Moriarty, Missi Pyle, Kathryn Hahn, Steve Zahn",2/26/21,2016,R,119,"Comedies, Dramas, Independent Movies",15,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s1265,Our Idiot Brother,Jesse Peretz,"Paul Rudd, Elizabeth Banks, Zooey Deschanel, Emily Mortimer, Kathryn Hahn, Steve Coogan, Rashida Jones, Hugh Dancy, Shirley Knight, Adam Scott, T.J. Miller",2/26/21,2011,R,90,"Comedies, Dramas, Independent Movies",14,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s1279,Brian Regan: On the Rocks,Troy Miller,Brian Regan,2/23/21,2021,TV-G,58,Stand-Up Comedy,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
s1284,The Conjuring,James Wan,"Vera Farmiga, Patrick Wilson, Lili Taylor, Ron Livingston, Shanley Caswell, Hayley McFarland, Joey King, Mackenzie Foy, Kyla Deaver, Shannon Kook",2/21/21,2013,R,112,"Horror Movies, Thrillers",15,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
s1289,Operation Finale,Chris Weitz,"Oscar Isaac, Ben Kingsley, Lior Raz, Mélanie Laurent, Nick Kroll, Joe Alwyn, Haley Lu Richardson, Michael Aronov, Peter Strauss, Ohad Knoller, Torben Liebrecht, Greta Scacchi, Pepe Rapazote",2/20/21,2018,PG-13,123,"Dramas, Thrillers",8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
s1298,No Escape Room,Alex Merkin,"Jeni Ross, Mark Ghanimé, Hamza Haq, Kathyrn Davis, Dennis Andres, Brianna Barnes",2/18/21,2018,TV-14,85,Horror Movies,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
s1305,Animals on the Loose: A You vs. Wild Movie,Ben Simms,Bear Grylls,2/16/21,2021,TV-PG,139,Children & Family Movies,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s1308,The Resurrection of Gavin Stone,Dallas Jenkins,"Brett Dalton, Anjelah Johnson-Reyes, D.B. Sweeney, Neil Flynn, Shawn Michaels, Patrick Gagnon, Tim Frank, Tara Rios, Liam Matthews, Mary Thornton",2/16/21,2017,PG,92,"Children & Family Movies, Comedies, Dramas",15,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
s1310,"My Teacher, My Obsession",Damián Romay,"Lucy Loken, Laura Bilgeri, Rusty Joiner, Alexandria Deberry, Dakota Bruton, Theresa Sutera, Vin Morreale Jr., Shelby Alicea, Tyler Joseph Campbell, Lestonja Diaz",2/15/21,2018,TV-14,86,Thrillers,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s1319,To All The Boys: Always And Forever,Michael Fimognari,"Lana Condor, Noah Centineo, Janel Parrish, Anna Cathcart, Ross Butler, Madeleine Arthur, Emilija Baranac, Trezzo Mahoro, Sarayu Blue, John Corbett, Kelcey Mawema, Sofia Black-D'Elia, Henry Thomas",2/12/21,2021,TV-14,116,"Comedies, Romantic Movies",13,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
s1325,Middle of Nowhere,Ava DuVernay,"Emayatzy Corinealdi, David Oyelowo, Omari Hardwick, Lorraine Toussaint, Edwina Findley Dickerson, Sharon Lawrence, Nehemiah Sutton, Troy Curvey III, Maya Gilbert, Dondre T. Whitfield",2/11/21,2012,R,102,"Dramas, Independent Movies, Romantic Movies",13,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
s1328,This Is the Life,Ava DuVernay,"Abstract Rude, Chali 2na, Cut Chemist, Ellay Khule, Riddlore, Medusa, Myka Nyne, Pigeon John, 2Mex",2/11/21,2008,TV-MA,98,"Documentaries, Music & Musicals",15,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s1331,The World We Make,Brian Baugh,"Caleb Castille, Rose Reid, Kevin Sizemore, Gregory Alan Williams",2/10/21,2019,PG,108,"Dramas, Romantic Movies",14,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1
s1342,Malcolm & Marie,Sam Levinson,"Zendaya, John David Washington",2/5/21,2021,R,106,"Dramas, Independent Movies",16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s1354,Beverly Hills Ninja,Dennis Dugan,"Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker, Soon-Tek Oh, Keith Cooke, Chris Rock, François Chau, Dale Ishimoto, Daming Chen",2/1/21,1997,PG-13,89,"Action & Adventure, Comedies",13,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s1359,Shutter Island,Martin Scorsese,"Leonardo DiCaprio, Mark Ruffalo, Ben Kingsley, Max von Sydow, Michelle Williams, Emily Mortimer, Patricia Clarkson, Jackie Earle Haley, Ted Levine, John Carroll Lynch, Elias Koteas",2/1/21,2010,R,139,Thrillers,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s1365,Zathura,Jon Favreau,"Jonah Bobo, Josh Hutcherson, Dax Shepard, Kristen Stewart, Tim Robbins, Frank Oz, John Alexander, Derek Mears, Douglas Tait, Joe Bucaro III",2/1/21,2005,PG,101,"Children & Family Movies, Sci-Fi & Fantasy",13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
s1368,Hell Fest,Gregory Plotkin,"Amy Forsyth, Reign Edwards, Bex Taylor-Klaus, Tony Todd, Christian James, Matt Mercurio, Michael Tourek, Courtney Dietz, Stephen Conroy",1/31/21,2018,R,89,Horror Movies,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
s1370,Finding ‘Ohana,Jude Weng,"Kea Peahu, Alex Aiono, Lindsay Watson, Owen Vaccaro, Kelly Hu, Branscombe Richmond, Ke Huy Quan, Brad Kalilimoku, Chris Parnell, Marc Evan Jackson, Ricky Garcia",1/29/21,2021,PG,123,"Children & Family Movies, Comedies",13,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s1375,Accomplice,Jeremy Grant,"Kurt Sorge, Tom Van Steenbergen, Cameron Zink, Graham Agassiz, Tyler McCaul, Cameron McCaul, Ethan Nell, Hannah Bergemann, Carson Storch, Brandon Semenuk, Veronique Sandler, Nico Vink, Garett Buehler, Jaxson Riddle, Andreu Lacondeguy, Paul Genovese, Paul Basagoitia",1/27/21,2021,TV-14,52,"Documentaries, International Movies, Sports Movies",14,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
s1390,Friendsgiving,Nicol Paone,"Malin Akerman, Kat Dennings, Aisha Tyler, Jane Seymour, Jack Donnelly, Chelsea Peretti, Christine Taylor, Ryan Hansen, Deon Cole, Wanda Sykes",1/21/21,2020,R,95,Comedies,16,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s1392,Cut Throat City,RZA,"Shameik Moore, Demetrius Shipp Jr., Denzel Whitaker, Keean Johnson, Kat Graham, T.I., Terrence Howard, Rob Morgan, Eiza González, Ethan Hawke, Wesley Snipes",1/20/21,2020,R,123,Dramas,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
s1394,Sightless,Cooper Karl,"Madelaine Petsch, Alexander Koch, December Ensminger, Lee Jones",1/20/21,2020,TV-14,89,Thrillers,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s1397,Homefront,Gary Fleder,"Jason Statham, James Franco, Izabela Vidovic, Kate Bosworth, Marcus Hester, Clancy Brown, Winona Ryder, Omar Benson Miller, Rachelle Lefevre, Frank Grillo, Chuck Zito, Pruitt Taylor Vince",1/18/21,2013,R,100,Action & Adventure,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
s1400,Radium Girls,"Lydia Dean Pilcher, Ginny Mohler","Joey King, Abby Quinn, Cara Seymour, Scott Shepherd, Susan Heyward, Neal Huff, Collin Kelly-Sordelet, John Bedford Lloyd, Joe Grifasi, Colby Minifie",1/16/21,2018,TV-14,103,"Dramas, Independent Movies",13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
s1407,Penguins of Madagascar: The Movie,"Eric Darnell, Simon J. Smith","Tom McGrath, Christopher Knights, Chris Miller, Conrad Vernon, John Malkovich, Benedict Cumberbatch, Ken Jeong, Annet Mahendru, Peter Stormare",1/15/21,2014,PG,92,"Children & Family Movies, Comedies",15,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
s1410,The Vanished,Peter Facinelli,"Thomas Jane, Anne Heche, Jason Patric, John D. Hickman, Peter Facinelli, Alex Haydon, Aleksei Archer, Kristopher Wente",1/15/21,2020,R,115,Thrillers,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
s1412,What Would Sophia Loren Do?,Ross Kauffman,"Nancy ""Vincenza Careri"" Kulik, Sophia Loren",1/15/21,2021,TV-14,32,Documentaries,15,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
s1416,An Imperfect Murder,James Toback,"Sienna Miller, Alec Baldwin, Charles Grodin, Colleen Camp, John Buffalo Mailer, Nick Mathews, Steven Prescod, Oliver ""Power"" Grant, James Toback",1/13/21,2017,R,71,"Dramas, Thrillers",15,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
s1445,Playing for Keeps,Gabriele Muccino,"Gerard Butler, Jessica Biel, Catherine Zeta-Jones, Dennis Quaid, Uma Thurman, Judy Greer, Noah Lomax, James Tupper, Abella Wyss, Grant Goodman",1/3/21,2012,PG-13,106,"Comedies, Romantic Movies, Sports Movies",12,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
s1447,Bad Grandpa .5,Jeff Tremaine,"Johnny Knoxville, Jackson Nicoll, Greg Harris, Georgina Cates, Kamber Hejlik, Jill Killington, Madison Davis, George Faughnan, Spike Jonze, Catherine Keener",1/1/21,2014,TV-MA,87,Comedies,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s1451,Eddie Murphy: Raw,Robert Townsend,Eddie Murphy,1/1/21,1987,R,90,Stand-Up Comedy,17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
